month,date,vol,vol_unadj,credit_score_group
110,2009-03,13426243721.18285,13252640675.25253,Super-prime
110,2009-03,159435971.3846384,161262038.8888888,Subprime
110,2009-03,2477768557.908401,2433714724.747475,Prime
110,2009-03,525085005.1840213,516524195.4545457,Near-prime
111,2009-04,13024248148.30032,12845540251.51515,Super-prime
111,2009-04,163674681.8641398,152961366.6666667,Subprime
111,2009-04,2419465054.945715,2429302291.414142,Prime
111,2009-04,474002867.1541919,458388491.4141415,Near-prime
111,2009-04,99616993.54180637,90283599.49494947,Deep subprime
112,2009-05,12722859035.5687,12862442357.57576,Super-prime
112,2009-05,149539249.8308602,149252012.1212121,Subprime
112,2009-05,2320561274.741596,2377477793.434343,Prime
112,2009-05,502655707.9724948,508419911.111111,Near-prime
112,2009-05,95298523.60072145,95828031.31313129,Deep subprime
113,2009-06,112193921.750258,115148400,Subprime
113,2009-06,12148069437.73405,12114875313.13132,Super-prime
113,2009-06,2177552818.219393,2224578183.333332,Prime
113,2009-06,427621436.0641013,443162745.4545457,Near-prime
113,2009-06,86748623.32676134,87315207.57575756,Deep subprime
114,2009-07,11317704798.09241,11979697149.49495,Super-prime
114,2009-07,130249139.0281921,127862814.6464646,Subprime
114,2009-07,2015961736.855911,2150360956.060606,Prime
114,2009-07,385563785.7245389,390801111.111111,Near-prime
114,2009-07,86991417.26743792,82045573.2323232,Deep subprime
115,2009-08,11184790894.91192,11715875764.64646,Super-prime
115,2009-08,124674937.4251639,133124829.7979798,Subprime
115,2009-08,1920644786.210635,2035147151.010101,Prime
115,2009-08,391356083.120125,427212805.0505052,Near-prime
115,2009-08,95273433.50183669,105038223.2323232,Deep subprime
116,2009-09,11131647700.33449,10887462326.26262,Super-prime
116,2009-09,112069773.0059304,116443009.0909091,Subprime
116,2009-09,1906293507.795878,1870914481.313131,Prime
116,2009-09,384370121.9514224,409494495.959596,Near-prime
116,2009-09,74978170.64635788,76853015.15151513,Deep subprime
117,2009-10,107550441.4308994,114633779.7979798,Deep subprime
117,2009-10,11374416331.36897,11910869053.0303,Super-prime
117,2009-10,156562616.1073212,166115843.9393939,Subprime
117,2009-10,1928168803.188498,2026000186.868686,Prime
117,2009-10,416560763.8619136,452532634.8484849,Near-prime
118,2009-11,11338209371.0865,12300074937.87879,Super-prime
118,2009-11,153510866.1804869,175096644.4444443,Subprime
118,2009-11,1982162687.584349,2110802993.939394,Prime
118,2009-11,415662583.8277529,457233411.6161616,Near-prime
118,2009-11,91233863.17804343,100012971.2121212,Deep subprime
119,2009-12,11067567469.5079,11390115576.26263,Super-prime
119,2009-12,158287264.8498494,162841542.9292929,Subprime
119,2009-12,2126743062.908251,2083696229.797979,Prime
119,2009-12,477908566.0278299,468346655.0505052,Near-prime
119,2009-12,99767321.98607215,108989681.8181818,Deep subprime
120,2010-01,12015195880.80087,10885749736.36364,Super-prime
120,2010-01,160180700.3147645,139404292.4242424,Subprime
120,2010-01,1993877981.636913,1772629587.878788,Prime
120,2010-01,411890355.2425074,346188411.1111111,Near-prime
120,2010-01,97549724.92521966,84962297.97979802,Deep subprime
121,2010-02,11173760742.98568,9786187014.141413,Super-prime
121,2010-02,146251132.0477747,123002481.8181818,Subprime
121,2010-02,1763718490.664181,1554003143.434343,Prime
121,2010-02,404796316.6089484,336333707.0707073,Near-prime
121,2010-02,78386454.76792572,66898413.63636365,Deep subprime
122,2010-03,11799771234.04317,11832529637.37374,Super-prime
122,2010-03,164279429.6017343,168757518.6868686,Subprime
122,2010-03,1982382534.662652,1957036545.454545,Prime
122,2010-03,437336222.1817163,436552518.1818184,Near-prime
122,2010-03,98132938.68120492,102501826.7676767,Deep subprime
123,2010-04,11969160699.68214,11809142469.69697,Super-prime
123,2010-04,168639563.3393368,157360824.7474747,Subprime
123,2010-04,2076358760.657756,2084827986.868686,Prime
123,2010-04,458125993.7157883,441100938.8888886,Near-prime
123,2010-04,93951182.77687289,84949039.8989899,Deep subprime
124,2010-05,11677790764.4809,11766680380.80808,Super-prime
124,2010-05,169796271.927459,169751060.10101,Subprime
124,2010-05,1955804567.567965,2009077322.222221,Prime
124,2010-05,426992609.4580734,432776074.7474746,Near-prime
124,2010-05,96616488.06173685,96417158.0808081,Deep subprime
125,2010-06,105436945.188458,108218420.7070707,Deep subprime
125,2010-06,11512891291.17291,11323005738.38383,Super-prime
125,2010-06,177620823.4973264,182336657.070707,Subprime
125,2010-06,2050317662.309299,2075810637.373738,Prime
125,2010-06,455935189.3647206,471013153.5353537,Near-prime
126,2010-07,12106361415.36114,12648494661.11111,Super-prime
126,2010-07,121743971.6654516,114569708.080808,Deep subprime
126,2010-07,2130093189.74315,2250083745.454545,Prime
126,2010-07,216787400.1448705,210732058.5858586,Subprime
126,2010-07,472028523.7102367,472106911.6161619,Near-prime
127,2010-08,111997245.9624066,122247189.3939394,Deep subprime
127,2010-08,12358008458.24507,12834164216.66667,Super-prime
127,2010-08,195033836.9722524,206584266.6666667,Subprime
127,2010-08,2180206596.870142,2305113277.777777,Prime
127,2010-08,482995977.012477,522155265.1515153,Near-prime
128,2010-09,12224424326.30143,11870535723.73737,Super-prime
128,2010-09,128553856.6290661,131140148.9898989,Deep subprime
128,2010-09,211886440.2787417,218966234.3434343,Subprime
128,2010-09,2201774659.928745,2160702908.080809,Prime
128,2010-09,517636991.7397009,545957966.1616161,Near-prime
129,2010-10,12905176507.1939,13446396065.65657,Super-prime
129,2010-10,136072492.6171624,142068815.1515151,Deep subprime
129,2010-10,208331590.817636,216871705.5555555,Subprime
129,2010-10,2284548240.937515,2382104000.50505,Prime
129,2010-10,512849690.4962635,551329856.5656563,Near-prime
130,2010-11,136849069.4523383,150008013.6363636,Deep subprime
130,2010-11,13784079569.46861,15051069402.02021,Super-prime
130,2010-11,220455124.9878118,252603118.6868686,Subprime
130,2010-11,2407878924.615436,2577652690.40404,Prime
130,2010-11,549868920.0201581,609608595.4545456,Near-prime
131,2010-12,140944678.6739929,153400943.4343433,Deep subprime
131,2010-12,14260592171.87984,14823783824.24244,Super-prime
131,2010-12,225268210.304221,234537291.4141414,Subprime
131,2010-12,2554072668.49859,2517050758.080809,Prime
131,2010-12,572214280.1749475,565919079.2929295,Near-prime
132,2011-01,13690729115.02823,12606456144.94949,Super-prime
132,2011-01,147902270.6081419,128579182.3232323,Deep subprime
132,2011-01,232584084.9498994,202107977.7777777,Subprime
132,2011-01,2421044041.030002,2177697609.090909,Prime
132,2011-01,581212696.5331957,494096947.4747474,Near-prime
133,2011-02,14237124761.84872,12572064865.15152,Super-prime
133,2011-02,147380121.6973659,127249868.6868687,Deep subprime
133,2011-02,239251691.9922366,203948327.7777777,Subprime
133,2011-02,2566950059.358101,2267838965.151514,Prime
133,2011-02,622214244.0827858,524139727.2727275,Near-prime
134,2011-03,14761807265.06519,14949420913.13132,Super-prime
134,2011-03,153405841.6457924,163592485.8585858,Deep subprime
134,2011-03,259033379.8404447,270142373.2323232,Subprime
134,2011-03,2804269268.078951,2778203541.919193,Prime
134,2011-03,672880844.7608622,680686051.0101014,Near-prime
135,2011-04,13767330518.00458,13619828577.77778,Super-prime
135,2011-04,145001675.5742024,130945221.7171717,Deep subprime
135,2011-04,248401943.8742946,231229428.7878787,Subprime
135,2011-04,2532365040.033427,2548632361.616161,Prime
135,2011-04,597860524.0206208,574269406.0606064,Near-prime
136,2011-05,141076025.3658302,140576696.4646464,Deep subprime
136,2011-05,14609533014.37276,14662914183.83838,Super-prime
136,2011-05,239312945.8944405,239374863.6363636,Subprime
136,2011-05,2832763349.901407,2904106701.0101,Prime
136,2011-05,664602047.7327435,672441795.9595957,Near-prime
137,2011-06,14663805803.39159,14208038605.05051,Super-prime
137,2011-06,149174783.8656305,156589600,Deep subprime
137,2011-06,254983056.0646779,261897610.6060606,Subprime
137,2011-06,2720221608.682154,2728776357.070707,Prime
137,2011-06,644061807.2786576,663261036.8686869,Near-prime
138,2011-07,13841871369.53065,14346099267.67677,Super-prime
138,2011-07,144675315.8069659,136881667.1717171,Deep subprime
138,2011-07,247287103.5249916,238773826.7676767,Subprime
138,2011-07,2741412115.541783,2882667022.222222,Prime
138,2011-07,655871340.87953,652179007.5757577,Near-prime
139,2011-08,152678800.6256375,163487857.070707,Deep subprime
139,2011-08,15454565341.17521,15923839826.26263,Super-prime
139,2011-08,258804471.569631,271984822.7272727,Subprime
139,2011-08,3032384414.101405,3195390362.121214,Prime
139,2011-08,696435869.7359296,742734576.2626263,Near-prime
140,2011-09,147783852.5630679,149765052.5252524,Deep subprime
140,2011-09,16797084649.53665,16204708332.32323,Super-prime
140,2011-09,251560301.4253088,259564336.3636364,Subprime
140,2011-09,2959437469.733984,2900779609.090908,Prime
140,2011-09,678762533.6314454,709207629.2929292,Near-prime
141,2011-10,137446275.4712909,140769005.5555555,Deep subprime
141,2011-10,15679638046.30017,16200808033.83839,Super-prime
141,2011-10,253600939.4118023,259409622.2222222,Subprime
141,2011-10,2876684842.206441,2976111391.919192,Prime
141,2011-10,683044248.3368424,723563368.1818181,Near-prime
142,2011-11,154752084.4873445,168178002.020202,Deep subprime
142,2011-11,15694047307.54309,17196116752.52526,Super-prime
142,2011-11,263055450.4361765,300180238.3838384,Subprime
142,2011-11,2912081808.079471,3122705543.434344,Prime
142,2011-11,692040049.003846,771086212.6262627,Near-prime
143,2011-12,135608399.1196355,147017647.9797979,Deep subprime
143,2011-12,15818833772.47501,16605707155.55556,Super-prime
143,2011-12,257302271.3978661,271908394.9494949,Subprime
143,2011-12,2768078643.013484,2754794687.878787,Prime
143,2011-12,684981450.0104954,686723454.0404041,Near-prime
144,2012-01,14625001885.41254,13697406787.37374,Super-prime
144,2012-01,148940745.9201313,129075895.959596,Deep subprime
144,2012-01,271325245.7465188,235874023.7373737,Subprime
144,2012-01,2902688373.890527,2640181080.303031,Prime
144,2012-01,722457190.0497804,621718768.6868685,Near-prime
145,2012-02,15495525304.58381,13785920218.68687,Super-prime
145,2012-02,168109641.0613278,146968275.2525252,Deep subprime
145,2012-02,285074035.9033174,244555123.7373738,Subprime
145,2012-02,3020582697.547419,2664243890.90909,Prime
145,2012-02,767980005.3046545,653712888.3838383,Near-prime
146,2012-03,15135255382.02643,15392887078.28282,Super-prime
146,2012-03,156022839.4352373,169569926.2626262,Deep subprime
146,2012-03,295908264.348127,312272801.5151517,Subprime
146,2012-03,3002206883.635828,2987545994.949494,Prime
146,2012-03,750812306.271868,766021667.1717175,Near-prime
147,2012-04,14865192739.05605,14746865442.9293,Super-prime
147,2012-04,162592052.4042434,147066154.5454545,Deep subprime
147,2012-04,2888427616.6858,2910361146.969697,Prime
147,2012-04,294278915.6991601,273293643.9393939,Subprime
147,2012-04,745126217.9381766,715562565.1515151,Near-prime
148,2012-05,14802968964.64786,14777157471.21212,Super-prime
148,2012-05,166115807.165703,165915627.7777777,Deep subprime
148,2012-05,3036603354.006623,3101534010.10101,Prime
148,2012-05,318440993.2948965,318185488.3838384,Subprime
148,2012-05,794762479.8810256,802509949.4949493,Near-prime
149,2012-06,14768515774.32119,14198418963.13132,Super-prime
149,2012-06,168825230.2629847,181186435.8585858,Deep subprime
149,2012-06,3024869043.674067,3019393719.191918,Prime
149,2012-06,309817065.2515625,320256989.3939393,Subprime
149,2012-06,798374991.1644267,821231775.2525257,Near-prime
150,2012-07,14388402910.98157,14847809509.09091,Super-prime
150,2012-07,149040769.850333,142607026.2626262,Deep subprime
150,2012-07,2988953177.393636,3145114679.79798,Prime
150,2012-07,314158350.8138559,302907948.9898992,Subprime
150,2012-07,778814933.1694819,776311148.4848489,Near-prime
151,2012-08,14568574141.34037,14934023724.74746,Super-prime
151,2012-08,154923759.0727662,163663580.3030303,Deep subprime
151,2012-08,3116328175.319672,3267095152.020203,Prime
151,2012-08,319303134.2389982,333622271.7171717,Subprime
151,2012-08,788072705.7969393,831623014.1414145,Near-prime
152,2012-09,147655028.1891175,148593662.6262626,Deep subprime
152,2012-09,14930986463.55385,14371819514.64646,Super-prime
152,2012-09,291360137.2188403,300788849.4949495,Subprime
152,2012-09,3047107663.344252,2988387191.919193,Prime
152,2012-09,739372417.7604392,763665457.5757576,Near-prime
153,2012-10,15058395328.4361,15488321816.66667,Super-prime
153,2012-10,151203003.6009471,150970419.6969696,Deep subprime
153,2012-10,278877717.9133257,281380339.8989897,Subprime
153,2012-10,3478945670.499629,3583039194.949495,Prime
153,2012-10,815786530.5156977,851827057.5757577,Near-prime
154,2012-11,15006190964.17193,16405302791.41413,Super-prime
154,2012-11,160864355.0764051,172451189.3939393,Deep subprime
154,2012-11,315883102.1488988,356509961.1111113,Subprime
154,2012-11,3251781211.31249,3475134871.717172,Prime
154,2012-11,841348004.3139679,936393481.3131312,Near-prime
155,2012-12,15235349766.36679,16040325735.85859,Super-prime
155,2012-12,161688739.7925951,173692282.3232322,Deep subprime
155,2012-12,310133009.1563511,331996378.2828283,Subprime
155,2012-12,3220287522.194946,3217258615.151515,Prime
155,2012-12,818620692.0467312,831082970.7070711,Near-prime
156,2013-01,159111075.3760241,136651645.4545454,Deep subprime
156,2013-01,16110853069.96378,15295858201.51516,Super-prime
156,2013-01,334119221.2229541,289031611.6161618,Subprime
156,2013-01,3408239021.126431,3134882680.30303,Prime
156,2013-01,866478312.8060681,752131401.515152,Near-prime
157,2013-02,157105022.0591195,140043599.4949495,Deep subprime
157,2013-02,16031263590.11587,14315489275.75758,Super-prime
157,2013-02,323762590.8580093,278817026.7676769,Subprime
157,2013-02,3310399884.188798,2918534716.161617,Prime
157,2013-02,856816863.9055505,735211380.8080809,Near-prime
158,2013-03,158661746.4621816,175166793.9393939,Deep subprime
158,2013-03,15960361239.41887,16171877086.36364,Super-prime
158,2013-03,298213045.4331358,317776026.2626262,Subprime
158,2013-03,3300277789.430747,3291380629.79798,Prime
158,2013-03,852843630.3597639,874555981.3131316,Near-prime
159,2013-04,15872831778.68346,15755137675.25252,Super-prime
159,2013-04,161945053.6210654,147102412.6262626,Deep subprime
159,2013-04,309725363.685838,286269692.9292929,Subprime
159,2013-04,3420669214.682784,3437786090.404041,Prime
159,2013-04,860084524.7920067,825905380.808081,Near-prime
160,2013-05,15362437273.19621,15306511019.69697,Super-prime
160,2013-05,158373097.9122462,160608246.4646464,Deep subprime
160,2013-05,321661093.3398513,321829391.4141415,Subprime
160,2013-05,3365407586.369401,3427297459.59596,Prime
160,2013-05,835741128.1915002,843636806.0606062,Near-prime
161,2013-06,15690722455.4498,15175784066.66667,Super-prime
161,2013-06,162142023.9038092,177218722.7272727,Deep subprime
161,2013-06,318081809.9380332,333334668.1818182,Subprime
161,2013-06,3497758294.671894,3502201583.838384,Prime
161,2013-06,866407805.2909762,895084472.222222,Near-prime
162,2013-07,15894230020.24463,16460676255.0505,Super-prime
162,2013-07,173540949.273102,167224946.4646464,Deep subprime
162,2013-07,321391522.8617225,310550127.2727275,Subprime
162,2013-07,3700024076.953218,3920956124.242424,Prime
162,2013-07,926895261.1379194,935132041.4141411,Near-prime
163,2013-08,166592686.7078626,173395430.8080807,Deep subprime
163,2013-08,16888195024.62999,17260202817.67677,Super-prime
163,2013-08,342575192.2515442,356996176.7676769,Subprime
163,2013-08,3753584667.583158,3914212588.888887,Prime
163,2013-08,987143505.541217,1030275032.323233,Near-prime
164,2013-09,1054300492.133727,1078411785.858586,Near-prime
164,2013-09,17275970129.85994,16657239740.40404,Super-prime
164,2013-09,210333605.266262,209851793.9393938,Deep subprime
164,2013-09,4039119708.842963,3950771505.050504,Prime
164,2013-09,406842241.3216723,420095908.0808083,Subprime
165,2013-10,1102573346.288313,1134535230.808081,Near-prime
165,2013-10,17483563290.12232,17890316854.54546,Super-prime
165,2013-10,202684986.900679,197987517.6767676,Deep subprime
165,2013-10,4000239252.685003,4112179566.666669,Prime
165,2013-10,418247757.059492,417020256.0606061,Subprime
166,2013-11,1138697233.961333,1256847256.060606,Near-prime
166,2013-11,18185772117.48528,19725287032.32325,Super-prime
166,2013-11,193579764.9698566,204199980.3030302,Deep subprime
166,2013-11,4001617172.888793,4244500099.999999,Prime
166,2013-11,413292035.5150445,458403880.8080811,Subprime
167,2013-12,1198276215.981459,1229095774.747475,Near-prime
167,2013-12,19426425993.13779,20251660912.62626,Super-prime
167,2013-12,205448428.5812842,220214405.5555555,Deep subprime
167,2013-12,4286913481.0032,4275040602.525251,Prime
167,2013-12,441856756.0571131,477585267.6767679,Subprime
168,2014-01,1217756010.829908,1059564523.737373,Near-prime
168,2014-01,18654197229.77412,17953778806.56566,Super-prime
168,2014-01,215426441.130211,182780405.0505049,Deep subprime
168,2014-01,421158965.6056495,361873168.6868688,Subprime
168,2014-01,4263284708.052176,3965499307.575756,Prime
169,2014-02,1196946104.420754,1030273277.777778,Near-prime
169,2014-02,18453829037.40026,16472000473.73738,Super-prime
169,2014-02,231364479.1964038,209032274.7474747,Deep subprime
169,2014-02,4263794517.403524,3750167119.191918,Prime
169,2014-02,459042469.7804832,395150067.1717172,Subprime
170,2014-03,1236185148.011571,1275944622.222222,Near-prime
170,2014-03,17925753390.53466,18135176429.79798,Super-prime
170,2014-03,234609804.0164131,262700460.6060607,Deep subprime
170,2014-03,4300420475.266815,4300548496.969696,Prime
170,2014-03,473693092.3139609,509508928.7878787,Subprime
171,2014-04,1276928715.153367,1227121457.575757,Near-prime
171,2014-04,18971960947.44445,18784887533.83838,Super-prime
171,2014-04,248433575.669203,226811365.1515151,Deep subprime
171,2014-04,4630831062.188558,4633820112.626263,Prime
171,2014-04,498634300.9250261,459051161.1111113,Subprime
172,2014-05,1285930150.229017,1303112104.545455,Near-prime
172,2014-05,19171484670.27282,19074841202.52525,Super-prime
172,2014-05,266315149.8511298,274382382.8282829,Deep subprime
172,2014-05,4392782471.973393,4469692073.737374,Prime
172,2014-05,480485802.9728219,483586180.8080809,Subprime
173,2014-06,1306369878.748311,1363181946.464647,Near-prime
173,2014-06,17920342448.41748,17595909786.36364,Super-prime
173,2014-06,265153495.4098631,293374423.7373737,Deep subprime
173,2014-06,4245642189.741106,4291664055.555555,Prime
173,2014-06,488461999.3790381,521755258.0808085,Subprime
174,2014-07,1369478826.301043,1397183048.484849,Near-prime
174,2014-07,19239922503.14381,20064225112.12122,Super-prime
174,2014-07,289633015.1103256,280877715.1515151,Deep subprime
174,2014-07,5056420376.085198,5399112936.363634,Prime
174,2014-07,577947538.1132549,560465844.4444447,Subprime
175,2014-08,1333536423.461471,1381001827.777777,Near-prime
175,2014-08,18169381645.86274,18564865905.0505,Super-prime
175,2014-08,281873895.8655335,291380039.3939394,Deep subprime
175,2014-08,4299066016.981352,4463356828.787879,Prime
175,2014-08,533369675.5367106,552244145.4545459,Subprime
176,2014-09,1350669533.917147,1366085512.121212,Near-prime
176,2014-09,18085216814.75346,17411422918.68687,Super-prime
176,2014-09,295111456.7561358,292061068.1818182,Deep subprime
176,2014-09,4322959675.237955,4205265712.121212,Prime
176,2014-09,549987177.3423146,566659442.9292929,Subprime
177,2014-10,1356087552.88972,1378060263.131312,Near-prime
177,2014-10,17619920898.30415,17984362447.47475,Super-prime
177,2014-10,305811293.6481593,292449777.2727273,Deep subprime
177,2014-10,4322274328.865036,4432423612.626265,Prime
177,2014-10,558353768.4176575,549615763.6363636,Subprime
178,2014-11,1393420692.689776,1520114551.515152,Near-prime
178,2014-11,17985210113.10132,19403293845.45455,Super-prime
178,2014-11,293053559.4761101,303763739.89899,Deep subprime
178,2014-11,4427080424.663533,4668429920.707068,Prime
178,2014-11,533707554.909445,582805208.5858586,Subprime
179,2014-12,1472459023.728413,1522173252.525253,Near-prime
179,2014-12,19091790148.4739,19522092441.41413,Super-prime
179,2014-12,319969157.0728589,342597780.8080809,Deep subprime
179,2014-12,4748169750.650117,4704297298.989901,Prime
179,2014-12,579337335.0627778,631254144.4444445,Subprime
180,2015-01,1463559323.909397,1270096820.707071,Near-prime
180,2015-01,18872495515.91967,18423298426.26263,Super-prime
180,2015-01,356828302.3438639,299506607.0707069,Deep subprime
180,2015-01,4559195816.96007,4285481244.444446,Prime
180,2015-01,629865650.7637947,535392984.3434344,Subprime
181,2015-02,1493852437.008344,1287363404.040404,Near-prime
181,2015-02,18457745157.79819,16447788913.63638,Super-prime
181,2015-02,326384284.3978373,298487929.7979798,Deep subprime
181,2015-02,4587171705.936317,4036209753.535354,Prime
181,2015-02,579392615.4469154,497947770.7070708,Subprime
