month,date,low_yoy,moderate_yoy,middle_yoy,high_yoy
135,2011-04,.234170930644916,.1738950937546891,.116268330912905,.0754216857134724
136,2011-05,.302409597820785,.2980379728217915,.2224372259429746,.1861352142688212
137,2011-06,.3169450060557504,.2266093099009053,.1804197259402251,.1528965448817121
138,2011-07,.2744977237668833,.1745086199589482,.1038979811870997,.1137537956430273
139,2011-08,.3162816356245277,.2625592523668502,.2183110711891411,.1713817102591248
140,2011-09,.1900201095995469,.1938981796642156,.1511680836880857,.1792947744220033
141,2011-10,.184644501978074,.1738411856997063,.1670129255193224,.1833085646597417
142,2011-11,.1406936067781343,.1702130574879936,.1280049002291601,.1571516545141277
143,2011-12,.1137138435153613,.0923589921287931,.0538393878089547,.0715546975963942
144,2012-01,.1577448012308297,.0805540730990838,.0554434225311074,.0849867703422203
145,2012-02,.2343566851605836,.1375184657767602,.1128295923007544,.1142448317923681
146,2012-03,.0601242501651455,.0366779164936074,-.0024848651338611,.0062746666155419
147,2012-04,.1173172203453836,.0661171557313989,.033876418315263,.0511109733339574
148,2012-05,.0159867981903134,-.0122548428340533,-.0283761605035866,-.0082462675795838
149,2012-06,.0337345424567189,.0115154338117756,-.0421203365126446,-.0016717235410952
150,2012-07,.0186163048572136,-.0097211258530913,-.0118752718037685,.0033160199571988
151,2012-08,.0490008485144121,-.0386674003301489,-.0770017732547967,-.0632027119464428
152,2012-09,-.0057402571125611,-.0444112360069516,-.0556028482231187,-.0814176890489572
153,2012-10,.0242710568548604,.0079287322463223,-.0065761430749911,-.0509832462834061
154,2012-11,-.0034680186477069,-.0223198110439879,-.0386795994302808,-.0650279027872211
155,2012-12,.0838046948356814,.0416180343622133,.0227536147209642,.0136968465844592
156,2013-01,.0861690544166945,.0441659806961497,.0314571680594718,.0421258174683639
157,2013-02,-.0282467545313898,-.0123983794191592,-.0305345787029996,-.0361021353799126
158,2013-03,.0557634609219944,.0268253320374308,.0148846570364595,.0318816172668146
159,2013-04,.0850903586793192,.0786411837068502,.0536259264641763,.0277343056075364
160,2013-05,.1076792799237874,.0586759030036597,.0543019682776026,.0378274682960357
161,2013-06,.0254668027731696,.041987269336144,.0466404299134166,.0483963769099327
162,2013-07,.1515555491153582,.1402168417082579,.1032474100839253,.0741044627847056
163,2013-08,.0677132967209304,.0911438619901148,.0741806664750328,.0829163702480631
164,2013-09,.1971735976333594,.1960300823155302,.1386026357280115,.1132527648123634
165,2013-10,.2122845624350826,.1567485989964987,.1001271734790813,.1201069119325992
166,2013-11,.1883542910454019,.1594781556870139,.1126497364513157,.1236536465043018
167,2013-12,.2084432169058393,.2021771485335014,.1772823149662917,.1510361342813961
168,2014-01,.1756250616674888,.1739754150256402,.1503373429574865,.1182394635555214
169,2014-02,.1906896635966083,.2131189434171725,.133050926218636,.1449178566841418
170,2014-03,.2371153012940135,.2349890266274485,.155825793131374,.1037441942585345
171,2014-04,.2423261577632269,.2618259793510819,.1915308568891525,.1743400119753719
172,2014-05,.2911800759213373,.2640683077624292,.1787214261594379,.1499208834958931
173,2014-06,.2073504149427791,.1941247537452956,.1357481718423206,.0861691445032845
174,2014-07,.3266893167232916,.3111887605030934,.2464907449778345,.1541150440411008
175,2014-08,.1296628000417129,.1510941147035403,.0827192941032144,.0370451172820506
176,2014-09,.1162316322290633,.0998967542777886,.0376846245806181,.0287256883311269
177,2014-10,.113869308495035,.0875278867414935,.0175439694218259,-.0012491613114861
178,2014-11,.1676103550621707,.065625772880564,.0118750791781434,-.0157162453564347
179,2014-12,.1909455367179796,.1085853748356679,.0194846185981701,-.0246265090952266
180,2015-01,.2447746362555971,.1575751840065787,.0713642770380216,.0393912942290543
181,2015-02,.1572576094873671,.1064402949157048,.0771622311409094,.0014709551792107
182,2015-03,.1353061866075427,.1192101892252504,.0922927283294552,.0549048823590562
183,2015-04,.1490573031074381,.0982683606230865,.0730608977026207,.0217326376831485
184,2015-05,.0535248075092441,.0772549396972028,.0566264775332182,.0244413336524802
185,2015-06,.2604871932139915,.2022596996399448,.1704620601994774,.1252387261372669
