month,date,num,num_unadj
193,2016-02,6074613.715702576,5204962.626262627
194,2016-03,5908652.172312323,5873517.171717171
195,2016-04,5955620.394145833,5816481.818181816
196,2016-05,6342204.513587031,6456921.21212121
197,2016-06,6137335.109826434,6179583.333333332
198,2016-07,6306870.459087144,6862742.424242418
199,2016-08,5941000.162032057,6213455.555555553
200,2016-09,5823173.098790996,5588611.111111106
201,2016-10,5247009.546377157,5331096.969696969
202,2016-11,5569440.32237533,6039736.363636361
203,2016-12,5591721.360443683,5793332.323232318
204,2017-01,5759070.260017748,5299567.676767669
205,2017-02,5612028.267569149,4829662.626262621
206,2017-03,6069055.006819305,6062094.444444441
207,2017-04,5546605.563201004,5355751.010101007
208,2017-05,5633330.785674836,5705136.363636361
209,2017-06,5857407.228183927,5833097.474747472
210,2017-07,5861876.658012691,6375601.515151516
211,2017-08,5714336.44628505,6042372.727272724
212,2017-09,5221328.301195852,5025404.545454543
213,2017-10,5362982.674375877,5470757.070707069
214,2017-11,5658940.770709385,6167801.010101007
215,2017-12,5541290.041846816,5714452.020202016
216,2018-01,5642088.435023586,5226795.959595952
217,2018-02,5693832.491567302,4896970.707070703
218,2018-03,5686000.235486601,5715661.111111108
219,2018-04,5821626.613893253,5566475.252525248
220,2018-05,5905965.124506326,5934531.818181812
221,2018-06,5795367.646135221,5712487.373737371
222,2018-07,5799585.294415715,6259030.808080805
223,2018-08,5797929.24410552,6179522.222222215
224,2018-09,5650448.236068909,5478639.898989899
225,2018-10,5897667.357206561,6027974.242424238
226,2018-11,5772478.228559507,6345002.020202014
227,2018-12,5634012.34816098,5819175.757575755
228,2019-01,5926839.188109627,5500537.878787875
229,2019-02,5909716.746859823,5070839.393939392
230,2019-03,6147730.581690534,6204587.373737374
231,2019-04,6177320.417688956,5880486.86868686
232,2019-05,6180032.478608561,6180309.090909087
233,2019-06,6133110.593972677,6013539.393939389
234,2019-07,5933318.15387791,6332390.404040398
235,2019-08,6724080.623860258,7189290.4040404
236,2019-09,6821471.533950132,6663411.616161613
237,2019-10,6450790.161204583,6605167.676767673
238,2019-11,6200159.391588922,6858283.333333326
239,2019-12,6528433.76950623,6722947.979797977
240,2020-01,6500153.755180584,6029529.292929288
241,2020-02,6725381.140262788,5749165.65656565
242,2020-03,4902307.129915883,4968387.878787878
243,2020-04,3133055.438112086,2991581.313131312
244,2020-05,3231694.805550444,3232111.616161617
245,2020-06,3732057.586245443,3676737.373737373
246,2020-07,4031607.907211877,4266853.030303029
247,2020-08,4454365.117345189,4749704.040404038
248,2020-09,4675999.133561641,4585996.464646461
249,2020-10,5192366.031351693,5297475.757575757
250,2020-11,5412619.133829763,5989323.232323228
251,2020-12,5205429.226849469,5336106.060606058
252,2021-01,5291607.798107076,4893604.040404038
253,2021-02,5635203.525159244,4832468.181818184
254,2021-03,6163157.83626665,6251840.909090903
255,2021-04,6481263.797457471,6232181.818181816
256,2021-05,6881022.728453841,6921652.525252521
257,2021-06,7170577.875712449,7135995.959595961
258,2021-07,6938764.28026464,7318827.777777775
259,2021-08,6726636.841967807,7144549.999999997
260,2021-09,6979913.46782349,6833246.969696967
261,2021-10,6991779.326070955,7091461.111111106
262,2021-11,7229192.664806523,7959383.83838384
263,2021-12,7311004.260393326,7423222.727272729
264,2022-01,6755821.925324309,6228577.272727275
265,2022-02,7357307.152656079,6318091.919191919
266,2022-03,7608481.031261951,7721010.606060609
267,2022-04,7455944.35738418,7252356.565656561
268,2022-05,7459908.77056253,7584020.202020205
269,2022-06,7655152.65273959,7742038.888888889
270,2022-07,7515176.766157087,7953108.585858586
271,2022-08,7432898.053411551,7844760.606060605
272,2022-09,7401440.771079464,7189071.717171715
273,2022-10,7227879.947692062,7242118.686868687
274,2022-11,7175360.539874404,7835229.797979801
275,2022-12,7000931.805434034,7054991.414141417
276,2023-01,7347437.542203147,6771928.282828288
277,2023-02,7364834.662061065,6347155.555555554
278,2023-03,7216893.408794994,7322210.101010103
279,2023-04,7264259.184421651,7148841.414141411
280,2023-05,7299754.774338566,7487804.545454547
281,2023-06,7125016.356611528,7295672.727272727
282,2023-07,7144716.856358077,7591842.424242424
283,2023-08,7015874.206055538,7375234.848484848
284,2023-09,6834009.006679554,6581152.52525253
285,2023-10,6858663.561487495,6810403.030303032
286,2023-11,6842337.328891614,7407471.717171716
287,2023-12,6729735.527114909,6732185.353535356
288,2024-01,6759456.737652976,6244103.030303031
289,2024-02,7020290.119165278,6062417.171717174
290,2024-03,6715391.535031837,6813498.484848483
291,2024-04,6823924.882993874,6781483.33333333
292,2024-05,6775718.20486797,6995055.050505051
293,2024-06,6768460.262031662,6970378.787878789
294,2024-07,6816269.775817635,7267865.656565658
295,2024-08,6911689.080076226,7251298.989898994
296,2024-09,6898840.798550885,6611312.62626263
297,2024-10,7031999.450310276,6935939.898989898
298,2024-11,7073810.304774946,7604594.444444445
299,2024-12,7526051.863926239,7509555.343517383
300,2025-01,7467557.733495661,6922954.923548703
301,2025-02,7241332.67225829,6280908.81855112
302,2025-03,7493620.493406696,7599266.084589387
303,2025-04,7665442.451357748,7651011.880276992
304,2025-05,7569736.057150345,7826796.697333359
