month,date,vol,vol_unadj
287,2023-12,13668779739.18276,8156625352.525253
288,2024-01,14419561661.64478,13022790209.09091
289,2024-02,15442959554.17092,8219185568.68687
290,2024-03,13430705769.07969,6644278511.616163
291,2024-04,18337962174.29984,7961221666.161616
292,2024-05,19086415850.73952,15716813560.101
293,2024-06,16129374131.38098,11724183874.74747
294,2024-07,15548907037.45963,14714108391.41414
295,2024-08,12134908180.94174,36131805476.26263
296,2024-09,11219914251.60798,22453802095.95959
297,2024-10,10721691969.99487,9582127062.12121
298,2024-11,10391060078.82527,7022094633.333334
299,2024-12,11047524752.61337,6559765742.424241
300,2025-01,11873580120.97619,10764291483.45662
301,2025-02,11336873029.99848,5926919905.038356
302,2025-03,10145895573.38046,4954737054.294106
303,2025-04,10617628677.56385,4546604402.04344
304,2025-05,12875848227.7613,10842486998.35303
305,2025-06,11574526534.82989,8458785545.564153
