month,date,deep-subprime_yoy,subprime_yoy,near-prime_yoy,prime_yoy,super-prime_yoy
96,2008-01,.048378667832211,-.0666706676858737,-.0499089471893698,-.0835479850436227,-.01037098746148
97,2008-02,.1043985899568482,-.0204131161686972,-.037723643668182,-.060466886357544,-.0516734706844786
98,2008-03,.0017063261033831,-.2033650978323569,-.146509989881153,-.1808002357348822,-.166691077928069
99,2008-04,.1187409531519053,-.0503799741339698,-.055786152253544,-.1056398984293909,-.0555026870787242
100,2008-05,-.0178843169906991,-.1944777221943667,-.1936724748966332,-.1726462768557074,-.1328933496712702
101,2008-06,.0178936151318716,-.2486866129254513,-.3081957145816684,-.294499903215995,-.2207914727645231
102,2008-07,.2108742141492623,.0682284522121897,-.0810762564710088,-.0897149841029591,-.1346365498576289
103,2008-08,.0211784198060701,-.0727792436235708,-.0405103253602734,-.012176535565358,-.0103940808522415
104,2008-09,.3126905534487379,.1840329975626798,.2692436106778238,.2676751910798509,.1905774385826117
105,2008-10,.1744452807647554,.212229333515869,.2004866167479852,.1824349754687827,.2078898778433509
106,2008-11,.0184940589963677,-.0305424898087162,-.0820246227004382,-.0938358274942732,-.112849788156468
107,2008-12,.4224626117133938,.160671030768924,.1080677174547578,.1019700165883878,.0891259166307205
108,2009-01,.2648371852139572,.0922840540275284,.0092044568949182,.0700926566500518,.0016465829020387
109,2009-02,.2535098346636273,.159748029473027,.0956180232455295,.031508724123752,.0145594639865998
110,2009-03,.3044669162542085,.323153562919645,.1420609413774868,.1723062956587263,.0947907283313195
111,2009-04,.2202584350102942,.182721691025432,.0841244155830464,.0779434088043247,.0033362180331364
112,2009-05,.3292333965497833,.2222248619677079,.3034182164473627,.1121294373739196,.0809611690489873
113,2009-06,.3922759400622003,.4891186601938398,.2751292760009199,.2564539290130179,.1457380870633743
114,2009-07,.1276039810634941,.0359272441113867,.0003496688741722,.0018658320990016,-.0192969195535473
115,2009-08,.1197405358441636,.0476325982135785,.0853810779110688,.0339905141231987,-.0099630710507428
116,2009-09,.0980350893451278,.0792173131956394,.0570392215291977,-.0426437345491972,-.0379863532979523
117,2009-10,.093521907543111,.0174036002418667,-.051200127370994,-.1932253196502114,-.2178524470882583
118,2009-11,.2234505617640041,.1922444226752663,.1269892137968581,-.0146547008294265,-.0273568468474722
119,2009-12,.0894428536930349,.0875086956771699,-.0533422544412362,-.1036110513754298,-.1293953294111713
120,2010-01,.0687728593700262,.0565396425063595,.0106321444969851,-.0839185955916081,-.0700116141307196
121,2010-02,.0755378339698308,.0569425708419536,-.0630449525285798,-.093236272334045,-.116699576682538
122,2010-03,.1266245923706966,.1944250871080134,.066164235080988,-.0445237503835412,-.1094815510521907
123,2010-04,-.0008856917440966,.0816429465309592,-.0971124908230781,-.1344221620352956,-.1872111870861822
124,2010-05,-.131962455442461,-.0354084135802221,-.2227791633004321,-.1854479108294805,-.2011150989334889
125,2010-06,.0372007370756478,.1493662700963389,.006378615492361,-.0856004424088593,-.192758606186781
126,2010-07,-.1544364359388593,-.0373020175477965,-.2094596503121196,-.3057079699829028,-.2854413335887042
127,2010-08,-.0407299531802458,.0935111969578082,-.0042690576242537,-.0386132363417332,-.104182850058999
128,2010-09,-.0372466218691295,.0484664172385511,-.0002984349178574,.0161941258782474,-.0817494542937767
129,2010-10,-.129224185091162,-.0177187205150492,.0004104429382274,.0529961709038011,-.0302136991890652
130,2010-11,-.1630615320896837,.0510627247922609,-.0045302627786129,.0282508425137065,-.0184879886952423
131,2010-12,-.226649541730632,-.108078960445765,-.1272267888049773,-.1900325248655938,-.2347311827956991
132,2011-01,-.1703881212281429,.0142172172612499,-.0583749306711036,-.0625746444211207,-.1545746076173385
133,2011-02,-.2396142847994018,-.0598371853653963,-.1042867605876523,-.1361821492429586,-.1542967581793178
134,2011-03,-.2086724031120272,-.0331419889892164,-.1303737715559417,-.1443104272197268,-.1223374047865866
135,2011-04,.0491108196704827,.125692315137012,.082146415013058,.166935667833056,.1574935148824481
136,2011-05,.162524321792986,.356929537842728,.3027157235376258,.4061537157370666,.3490220192672786
137,2011-06,.0136735422216206,.1815161845568591,.2066140498554008,.2274254026442863,.1863826711039606
138,2011-07,.0788427111351548,.2778670473375747,.3520723537293438,.3956910141881239,.3005370423594983
139,2011-08,.2572621735813444,.3784002715801336,.4992894693719662,.5726329648278629,.3110226985825063
140,2011-09,.1390915261666388,.2749312703628652,.2668269815138764,.292567942135561,.1060115501102369
141,2011-10,-.0339752270317699,.0396904619528109,.0007208138396254,.0009751658869236,-.0966962229024013
142,2011-11,.0114915554285803,.0467235269607034,.0193148245974448,.018672495863041,-.0162985584701247
143,2011-12,.0175856680981536,.0599001861137779,.0431752387996889,.1313438343659568,.2251867143675501
144,2012-01,.0975603279680255,.2167341828517567,.2005532980133281,.3153360100893107,.1561185506299677
145,2012-02,.1459195336991909,.0754574263101734,.1623585885793434,.2227341091395239,.024545924704613
146,2012-03,-.0057166401945863,.0232502571662302,.0866474933863163,.242866142154432,.0529202421852139
147,2012-04,-.1614833281396077,-.0114268296018978,.1320810111464973,.0350795014882327,.0613287980051638
148,2012-05,-.0760959480022562,.0563324224783171,.1403895256862147,.1501159339640141,.1512604832703573
149,2012-06,-.0250092432662117,.0615749584776463,.1174384229648156,.2507277137659181,.33244220228309
150,2012-07,-.117023263024017,.1067231395795971,.2250461634002681,.2582806717064349,.242831921693075
151,2012-08,-.2565730634167498,-.0252969650249532,.0117961278408566,-.0495973566649627,-.1464928199631925
