month,date,low_yoy,moderate_yoy,middle_yoy,high_yoy
135,2011-04,.0922261655889935,.0016073046868321,.0525289675655932,.1477116429607259
136,2011-05,.1607530286900151,.2902161108612306,.231585665346745,.3362789633905902
137,2011-06,.1529407323993283,.0715895786144946,.0908379980243661,.1570392531114403
138,2011-07,.2588829610106211,.2042121749165396,.1773825949205378,.2249575149715914
139,2011-08,.4581498968031111,.3716636193214783,.363927476066082,.427281464789642
140,2011-09,.2850568170935582,.2351840377113614,.1727316590487019,.196066497856986
141,2011-10,-.0100012384112475,.0451462869272769,-.0526800532231606,-.0491724971198956
142,2011-11,-.0524982929270834,.0406820398152069,.0030531154862742,-.0344264310055207
143,2011-12,-.0326741356035748,.1145034836870356,.0200154535819889,.1049599528175202
144,2012-01,.1650664326898973,.1843890029679021,.1524991156260825,.1790754556293652
145,2012-02,.2934255170286556,.1163798121404112,.1137635824827132,.0926862719562416
146,2012-03,.1648062981060968,.0105611049343905,.0003561654835497,.0549212017770408
147,2012-04,-.0021588177690735,-.053024224524984,-.0473141417908168,-.0876379484341429
148,2012-05,.0537812296832917,-.0082787036283865,.0670840787119864,.0396827738841764
149,2012-06,-.0097343780692755,.0862796955014478,.0907831430791103,.1650523077018126
150,2012-07,-.0490038271049078,.0237748906488521,.0990365631471175,.1640093229998787
151,2012-08,-.0287767598959981,-.0495400836415828,-.0668373778834861,-.0555244007333806
152,2012-09,-.0856763852307347,-.1133775176868857,-.1124050450252365,-.1390119110566319
153,2012-10,.0792351258902034,8.81965321130e-06,.0529813547252618,.0750624563828258
154,2012-11,-.0893481850493968,-.187344887315545,-.195552540721995,-.0987113616028184
155,2012-12,-.0433631113057828,-.2159590712728891,-.1624027998083284,-.2242616747604045
156,2013-01,.0271869519844211,-.1530674558106957,-.1027067416244165,-.1091409393801416
157,2013-02,-.1390598280655629,-.1556906932453719,-.12408817764067,-.1516049916105034
158,2013-03,-.2466806045858039,-.1930328442401469,-.20656975509718,-.2379637139807899
159,2013-04,-.1115571911824839,-.1767928286852593,-.2383222728013585,-.2584257886109964
160,2013-05,-.2257996992348667,-.2350745394223656,-.2773351798534935,-.2875745942992574
161,2013-06,-.3319521280112849,-.3411511454113044,-.355190287480088,-.4344584284022979
162,2013-07,-.3213708699022924,-.338638259320116,-.393645934895493,-.4045576966770623
163,2013-08,-.2009340630701061,-.2086638302198018,-.2003476835246653,-.1802866259306622
164,2013-09,-.1104228330302065,-.0817700708325283,-.1006641699810639,-.0742845004602425
165,2013-10,-.162239506311001,-.1461932822553932,-.1883718137867167,-.2096991610764862
166,2013-11,-.1270571784194112,-.1028836589553226,-.1323512718781416,-.14814375106184
167,2013-12,-.145995272270375,-.1585511202849809,-.1384740869689995,-.0875254568408637
168,2014-01,-.1425803343248561,-.1104429320170131,-.1143937417612704,-.0790446971220266
169,2014-02,-.0408058479374131,-.0792694289515542,-.1010841052921213,-.0978769546855385
170,2014-03,-.1008844564960237,-.1352692578600248,-.1179369358196967,-.0694650629947277
171,2014-04,-.1664937238493726,-.0734438686824726,-.1013349688372473,-.0368023624722967
172,2014-05,-.0943534501159767,-.1421499973739953,-.0767794464728785,-.0583736880163022
173,2014-06,.0040910590564172,-.0186881441215225,-.0551794242577635,.034200316474242
174,2014-07,-.0410220633121133,-.0583937178226717,.0306874018540087,.0426853215513018
175,2014-08,-.0776251656873289,-.041426959301965,-.0080315635497794,-.0124837917923244
176,2014-09,.0165708541450696,-.0132247789982608,.022539490107746,.0334544909391855
177,2014-10,-.0824356173010315,-.0913190596422674,-.0738718777579202,-.0649409372449869
178,2014-11,-.10936743621113,-.1235033691235084,-.1081522644833011,-.1530186344358608
179,2014-12,-.0505966110993354,.1160493143313827,.1237486193172861,.0850409180729627
180,2015-01,-.1584232192809943,-.0907544329082406,-.0767497549294541,-.0231729356564021
181,2015-02,-.1244559016185611,-.0683847980438617,-.1040260330364892,-.0633945038955479
182,2015-03,-.1066682859195842,-.0401131721524924,.0236680479502745,-.0155171064434374
183,2015-04,-.1942693064535559,-.1082033661956428,-.0640623974651036,-.1270110367005418
184,2015-05,-.1559885296774957,-.0195709293130279,-.1016197599516031,-.0504841306274766
185,2015-06,-.1589751593612413,-.0964148543042338,-.0335125502819288,-.0482292299462336
186,2015-07,-.0936471272938907,.0127202694904112,-.0338473722789676,-.00576541563853
187,2015-08,-.1443782496280079,-.0271727866987662,-.0542702102934125,-.0325845478476257
188,2015-09,-.1055453407703837,-.0361678068137194,-.0487042426534117,-.0280931114739361
189,2015-10,-.1129586589506414,-.0655922465060229,-.0659825406486713,-.0294477842985202
190,2015-11,-.1149410520698483,-.0870621415367112,-.0716121866628484,.0300609389362352
191,2015-12,-.0474226804123713,-.138394835452731,-.0959060928851986,-.0502886891557754
192,2016-01,-.1479446686213605,-.08659468033437,-.0318510770921149,-.0144605694245767
193,2016-02,-.111843163754545,-.0530817635483163,-.0137518979653813,.006962341009228
194,2016-03,-.0022317635463512,-.0143134034271166,-.0547859055866592,-.0415979991377701
195,2016-04,-.1437809953397959,-.1333209654870832,-.0979672948213795,-.0228314748188573
196,2016-05,-.1297961463278409,-.0892990024405596,-.0003937031812417,-.0218073741363832
197,2016-06,-.010079798404032,-.0477865948665415,-.0705723211891703,-.0509565668858532
198,2016-07,-.2214953646105068,-.1985825377557024,-.1792949185650714,-.0977904536404237
199,2016-08,.0488256453660598,.0368368446933959,.0465580039022512,.0416019206889504
200,2016-09,-.1023118558185057,-.0641891995380597,-.0723277130681766,-.0739915106107211
