month,date,vol,vol_unadj,age_group
139,2011-08,4060599982.071641,8316868645.454544,Age 30-44
139,2011-08,6540517721.106384,23601065363.13131,Younger than 30
139,2011-08,91022094.17434056,230862614.6464647,Age 65 and older
140,2011-09,2166898831.520967,4996019873.737373,Age 45-64
140,2011-09,3597277681.099328,6079106927.777779,Age 30-44
140,2011-09,6189157695.00934,14727156009.59597,Younger than 30
140,2011-09,95324921.1324366,198841596.969697,Age 65 and older
141,2011-10,1895307801.718182,1927180475.757576,Age 45-64
141,2011-10,3152592629.559185,3369103411.61616,Age 30-44
141,2011-10,5024891556.993727,5058709223.737371,Younger than 30
141,2011-10,56484687.5311615,62627367.17171715,Age 65 and older
142,2011-11,2089479597.591519,1329183128.787879,Age 45-64
142,2011-11,3898729460.842319,2738057688.383838,Age 30-44
142,2011-11,6391792598.4036,3904036783.333333,Younger than 30
142,2011-11,86465863.48018271,55650432.32323233,Age 65 and older
143,2011-12,1995450781.133707,1005304172.222222,Age 45-64
143,2011-12,3579136975.409523,2174253309.59596,Age 30-44
143,2011-12,6096173446.874026,3016829229.797979,Younger than 30
143,2011-12,82768360.82150976,40375346.46464646,Age 65 and older
144,2012-01,1945049995.506636,1509324889.89899,Age 45-64
144,2012-01,3717567663.234869,3468992677.777778,Age 30-44
144,2012-01,6096584071.184724,4384728913.131312,Younger than 30
144,2012-01,88877408.28829817,69199258.08080809,Age 65 and older
145,2012-02,2005274961.569459,1139558779.292929,Age 45-64
145,2012-02,3605531878.143593,2736111120.20202,Age 30-44
145,2012-02,6082418492.887353,2959726619.69697,Younger than 30
145,2012-02,75946710.16058037,46431636.36363637,Age 65 and older
146,2012-03,2019209308.080115,1226907096.464647,Age 45-64
146,2012-03,3679676947.548923,2750992024.242424,Age 30-44
146,2012-03,6134304778.596482,2344232617.676767,Younger than 30
146,2012-03,98568330.03879856,74829340.4040404,Age 65 and older
147,2012-04,2021171542.511369,1251327510.10101,Age 45-64
147,2012-04,3821679206.617128,2811495112.121212,Age 30-44
147,2012-04,5896551932.018726,2265611388.383839,Younger than 30
147,2012-04,95850620.73644906,53803048.4848485,Age 65 and older
148,2012-05,2245951359.35637,1509369751.010101,Age 45-64
148,2012-05,4341805684.482854,3793575671.717171,Age 30-44
148,2012-05,6469116887.006329,3636105123.232322,Younger than 30
148,2012-05,99264701.6258249,66651365.65656565,Age 65 and older
149,2012-06,2329418788.836489,1565057996.969697,Age 45-64
149,2012-06,4532070796.607635,4011523057.070707,Age 30-44
149,2012-06,6841799418.335972,4058251330.30303,Younger than 30
149,2012-06,91734825.56657586,64444288.38383839,Age 65 and older
150,2012-07,108547527.4042715,118488859.5959596,Age 65 and older
150,2012-07,2943483283.343386,2367146789.39394,Age 45-64
150,2012-07,5181848004.77916,5066757872.727273,Age 30-44
150,2012-07,6407635614.114296,4836667617.171719,Younger than 30
151,2012-08,104748431.0937558,268809402.020202,Age 65 and older
151,2012-08,2150509596.174772,6119753776.262626,Age 45-64
151,2012-08,4034848412.604589,8197286536.868691,Age 30-44
151,2012-08,6335494584.402717,23337813642.92929,Younger than 30
152,2012-09,1829318542.846721,4150012325.252525,Age 45-64
152,2012-09,3823106986.906872,6414134899.494952,Age 30-44
152,2012-09,5464073147.616898,13049571582.32323,Younger than 30
152,2012-09,94687793.90836488,188551977.7777778,Age 65 and older
153,2012-10,102890099.7913512,112869171.7171717,Age 65 and older
153,2012-10,2152962893.516325,2134202863.636363,Age 45-64
153,2012-10,3967516519.862471,4176906390.909091,Age 30-44
153,2012-10,5912668076.419546,5734359501.515153,Younger than 30
154,2012-11,1894284216.734868,1208664352.020201,Age 45-64
154,2012-11,3470535235.061477,2403906033.838385,Age 30-44
154,2012-11,5709671168.399662,3422520265.656565,Younger than 30
154,2012-11,75662912.32015441,50371385.35353535,Age 65 and older
155,2012-12,1843883721.964062,952989865.6565655,Age 45-64
155,2012-12,3454430728.161833,2113713036.868686,Age 30-44
155,2012-12,5592620584.971426,2736306306.060606,Younger than 30
155,2012-12,70146929.10968624,35533693.43434343,Age 65 and older
156,2013-01,1982150835.439338,1551847767.676768,Age 45-64
156,2013-01,3722816623.019384,3467974725.252526,Age 30-44
156,2013-01,5851008619.16825,4142319503.535352,Younger than 30
156,2013-01,86812964.54950386,66413071.21212122,Age 65 and older
157,2013-02,1976102192.081195,1147275309.595959,Age 45-64
157,2013-02,3675789250.306906,2825906939.39394,Age 30-44
157,2013-02,5553021517.448698,2654295807.575758,Younger than 30
157,2013-02,91551014.66428678,55886022.72727274,Age 65 and older
158,2013-03,1604887375.655244,991808458.0808083,Age 45-64
158,2013-03,3277905492.132071,2534933139.89899,Age 30-44
158,2013-03,5079651682.598281,1909750896.464647,Younger than 30
158,2013-03,86251891.99743886,65773027.27272726,Age 65 and older
159,2013-04,1925853223.781558,1199512026.767677,Age 45-64
159,2013-04,3129336684.549576,2353577765.656565,Age 30-44
159,2013-04,5086749281.457492,1929596382.828284,Younger than 30
159,2013-04,82084332.87327743,48598320.70707071,Age 65 and older
160,2013-05,1973010039.84622,1347636079.79798,Age 45-64
160,2013-05,3134438005.058521,2768992678.282829,Age 30-44
160,2013-05,5286971780.837097,2984163618.181818,Younger than 30
160,2013-05,94176066.32500541,62913545.95959595,Age 65 and older
161,2013-06,1650863115.550659,1137618557.070707,Age 45-64
161,2013-06,2652061268.872678,2340498920.20202,Age 30-44
161,2013-06,4506451158.700788,2674284950.50505,Younger than 30
161,2013-06,83324766.93641981,60751704.54545455,Age 65 and older
162,2013-07,108419542.1826125,120810964.6464647,Age 65 and older
162,2013-07,1799224606.162806,1465305778.787879,Age 45-64
162,2013-07,3068163206.554463,2979454098.484849,Age 30-44
162,2013-07,4909636868.568564,3767652528.282826,Younger than 30
163,2013-08,108835226.1800665,276533226.2626263,Age 65 and older
163,2013-08,1875203362.839276,5288116447.979796,Age 45-64
163,2013-08,3327072275.352247,6649187951.010102,Age 30-44
163,2013-08,5328844424.193795,19898637250.50506,Younger than 30
164,2013-09,1928434559.050261,4255448417.171716,Age 45-64
164,2013-09,3359739700.574331,5604685416.161613,Age 30-44
164,2013-09,5294184021.865032,12685461111.61616,Younger than 30
164,2013-09,87950385.88406555,166944165.1515151,Age 65 and older
165,2013-10,114252903.3589419,122467430.8080809,Age 65 and older
165,2013-10,2051149946.302306,1985015922.727272,Age 45-64
165,2013-10,3249911208.118968,3374227245.454545,Age 30-44
165,2013-10,5165374490.229762,4826879834.343435,Younger than 30
166,2013-11,115186024.8408568,80280305.55555554,Age 65 and older
166,2013-11,2001913051.317608,1285445901.010101,Age 45-64
166,2013-11,3485919368.448152,2380783634.848486,Age 30-44
166,2013-11,5275844150.187695,3085031418.181819,Younger than 30
167,2013-12,108229231.6537164,57208403.03030304,Age 65 and older
167,2013-12,1923595178.120587,1041689487.878788,Age 45-64
167,2013-12,3397988926.563052,2139910390.404041,Age 30-44
167,2013-12,4768595910.67187,2343923094.444446,Younger than 30
168,2014-01,106743554.7049412,81679204.54545455,Age 65 and older
168,2014-01,1908597365.199874,1519488373.232323,Age 45-64
168,2014-01,3320313653.305178,3098805101.515151,Age 30-44
168,2014-01,5014639010.32079,3517706384.343434,Younger than 30
169,2014-02,141582402.0968845,88646504.54545455,Age 65 and older
169,2014-02,1872398375.155959,1124575183.333333,Age 45-64
169,2014-02,3501115397.14967,2722978761.616162,Age 30-44
169,2014-02,5177943875.728815,2433615493.434343,Younger than 30
170,2014-03,1928621267.247165,1230952504.545455,Age 45-64
170,2014-03,3570928953.890886,2869462536.363636,Age 30-44
170,2014-03,5086776813.939077,1900694114.141414,Younger than 30
170,2014-03,72490593.82251309,56222959.5959596,Age 65 and older
171,2014-04,118869715.6580878,74744186.86868685,Age 65 and older
171,2014-04,2047449748.137514,1280911866.161616,Age 45-64
171,2014-04,3821974980.386847,2917633392.929293,Age 30-44
171,2014-04,5522067974.032031,2066520997.979799,Younger than 30
