month,date,yoy_num,yoy_vol
84,2007-01,.0014491256349315,.0132087899482745
85,2007-02,.0459300905747631,.0884785156641648
86,2007-03,.0141189939174459,.0404595322079579
87,2007-04,.0156347568283731,.0291102712945122
88,2007-05,.0352208446401517,.0487768798641147
89,2007-06,-.0182494650128113,-.0237433358855326
90,2007-07,-.0255148097035264,-.0426446172411686
91,2007-08,-.019399080210668,-.0200251728325225
92,2007-09,-.0222262847968692,-.013858218663856
93,2007-10,.0344413066981488,.0557845380094898
94,2007-11,-.0103882480841509,.0091157069079974
95,2007-12,-.0220490570434824,.0045067858640549
96,2008-01,-.0266957970351675,-.0275686184856834
97,2008-02,-.0126914157468795,-.034318161500276
98,2008-03,-.0608036617401999,-.0794211238915595
99,2008-04,-.0196907264603595,-.0372434599659532
100,2008-05,-.0748473735516953,-.0997238130421718
101,2008-06,-.0895101815956663,-.1247881840773873
102,2008-07,-.1344288248942282,-.1688086173858349
103,2008-08,-.1835264458211464,-.2083011814392277
104,2008-09,-.1874073401372232,-.2196228375738765
105,2008-10,-.304362751823808,-.3440182905195062
106,2008-11,-.3201551462778448,-.3634148507574061
107,2008-12,-.2753143611484233,-.3226023721562518
108,2009-01,-.2743580961331172,-.3046582743813414
109,2009-02,-.3195466057465574,-.3578507096371014
110,2009-03,-.3055001357194135,-.3328142607131074
111,2009-04,-.3214658871996011,-.3428613052536467
112,2009-05,-.3054328526914797,-.3142113694746329
113,2009-06,-.2385461222322158,-.2361493680742227
114,2009-07,-.160766739236759,-.1736997707305797
115,2009-08,.0136658436892076,-.0161429171483536
116,2009-09,-.1938355256715838,-.1949216229090806
117,2009-10,-.0560577434444511,-.0259947983238908
118,2009-11,.0186162391287796,.0598113437861056
119,2009-12,.0340274276516103,.0837430750558837
120,2010-01,-.0173272959198039,.019180522436076
121,2010-02,.029553373740521,.0786500680473717
122,2010-03,.216909160213083,.2729371763743509
123,2010-04,.1912982749306257,.2391102906467202
124,2010-05,.1482790652286906,.2001849920376114
125,2010-06,.1382765457576977,.1761605897927734
126,2010-07,.121930498184705,.1772768628661033
127,2010-08,-.0383242653009056,.0007014223200422
128,2010-09,.2899770765546919,.3124601340380181
129,2010-10,.2569755273890365,.2768878909616256
130,2010-11,.2661282371318295,.2817994478043538
131,2010-12,.2352978733094971,.2426877010089368
132,2011-01,.2310183698601589,.2639492774924244
133,2011-02,.2994211848105368,.3146468653148701
134,2011-03,.1376391961764618,.133254200333369
135,2011-04,.1398713938696662,.1522514650314458
136,2011-05,.1149336698623195,.1263943574406671
137,2011-06,.0811191726268987,.1070517523509444
138,2011-07,.0479471762617153,.0822539516019978
139,2011-08,.1104881999712167,.1373365083599451
140,2011-09,.1195888945635669,.1528398032689276
141,2011-10,.1158131918940252,.1420079462841149
142,2011-11,.1298758032491035,.1585536850295636
143,2011-12,.127767076842954,.1706758908730045
144,2012-01,.1083417683194455,.1239100287165
145,2012-02,.1569667667839334,.1774354457180215
146,2012-03,.1078174421431403,.1392248065198136
147,2012-04,.1041593573865826,.1347242683744337
148,2012-05,.1736833079016949,.1975515579439791
149,2012-06,.1483342496040686,.1669284525355837
150,2012-07,.1540095991780957,.150309338446279
151,2012-08,.1494525833257982,.1623359252831872
152,2012-09,.086455634585107,.094823750824122
153,2012-10,.09589372417745,.103390801725005
154,2012-11,.1050261079458105,.1237630568634371
155,2012-12,.0588189962656329,.0734432335631379
156,2013-01,.1271790418875193,.1547424812151152
157,2013-02,.0341731065007435,.0458395618926862
158,2013-03,.059620129655997,.0668126521522139
159,2013-04,.1179903253119811,.1333991943767224
160,2013-05,.1119811707439167,.1277224217025646
161,2013-06,.0921614072744755,.1203102742887266
162,2013-07,.1387317539382505,.1647722250997654
163,2013-08,.1082875372198395,.1309908220905228
164,2013-09,.0866846211666173,.1034805981149382
165,2013-10,.082923073282123,.1085339573143257
166,2013-11,.0772201258143082,.1107679709068591
167,2013-12,.065014614393401,.077474727508832
168,2014-01,.0520245421294807,.0740675376601723
169,2014-02,.0523557745528332,.0801210275573773
170,2014-03,.0879994764333218,.1341803522410679
171,2014-04,.04023903327389,.072811381541983
172,2014-05,.0522219826230728,.0894457941018759
173,2014-06,.0380463086508456,.0609638821080856
174,2014-07,.0303741040184326,.0666895538015735
175,2014-08,.0383748893367126,.0786114847610503
176,2014-09,.0983860578596717,.1322184634896157
177,2014-10,.073349400260114,.1026595719066572
