month,date,vol,vol_unadj,age_group
127,2010-08,9717263177.647062,10547710146.46465,Age 30-44
128,2010-09,11867766027.52877,11711344413.13131,Age 45-64
128,2010-09,2762115360.303682,2687969365.656567,Age 65 and older
128,2010-09,4586440294.737133,4562188390.909089,Younger than 30
128,2010-09,9993853268.386337,9718822078.282831,Age 30-44
129,2010-10,10499277021.95519,9880800902.525251,Age 30-44
129,2010-10,12341066832.67959,11451842878.78788,Age 45-64
129,2010-10,2831256240.880719,2637074995.454545,Age 65 and older
129,2010-10,4657891124.473865,4526055794.444445,Younger than 30
130,2010-11,10381347999.13117,9399834016.161615,Age 30-44
130,2010-11,12553205972.07355,11141200132.82828,Age 45-64
130,2010-11,2978360103.751666,2509774683.838384,Age 65 and older
130,2010-11,4582991678.203444,4246003448.989902,Younger than 30
131,2010-12,10706370815.08546,10288694767.17172,Age 30-44
131,2010-12,12617541389.78647,12436148982.32323,Age 45-64
131,2010-12,2890247494.581822,2598963105.050505,Age 65 and older
131,2010-12,4812198858.580967,4495362554.040403,Younger than 30
132,2011-01,10621766976.96517,9143820983.838383,Age 30-44
132,2011-01,12765748417.56545,10887826716.16161,Age 45-64
132,2011-01,2990297697.32216,2773478561.616161,Age 65 and older
132,2011-01,4693098273.083417,3805434887.373739,Younger than 30
133,2011-02,10961036939.45687,10216567061.11111,Age 30-44
133,2011-02,12853536973.61903,11755241884.84849,Age 45-64
133,2011-02,2939149975.263218,2747061502.525254,Age 65 and older
133,2011-02,4932492033.291806,4550855702.525254,Younger than 30
134,2011-03,11156759520.18077,12325265052.52525,Age 30-44
134,2011-03,12837968830.07699,14132459610.10101,Age 45-64
134,2011-03,2900488706.795412,3297111657.070708,Age 65 and older
134,2011-03,4877676257.315489,5414197554.545453,Younger than 30
135,2011-04,11140895509.49685,11552580607.57576,Age 30-44
135,2011-04,12592113193.0802,12904523569.19192,Age 45-64
135,2011-04,2862571291.248928,3038672637.878788,Age 65 and older
135,2011-04,4939842096.989135,5045953908.585859,Younger than 30
136,2011-05,10826898685.31433,11719550243.43435,Age 30-44
136,2011-05,12218797863.13506,13136245671.21212,Age 45-64
136,2011-05,2908133590.415553,3160662316.666667,Age 65 and older
136,2011-05,4756492042.004702,5091312007.575763,Younger than 30
137,2011-06,10909652918.04557,11316707830.80807,Age 30-44
137,2011-06,12461591507.47523,12971412703.53535,Age 45-64
137,2011-06,2901027872.881583,3043962082.323234,Age 65 and older
137,2011-06,4908862826.970073,5119027107.07071,Younger than 30
138,2011-07,10999069360.73695,11820013273.73737,Age 30-44
138,2011-07,12519604743.81948,13628433571.71717,Age 45-64
138,2011-07,2834462589.860573,2994310367.171716,Age 65 and older
138,2011-07,4924457706.248008,5333154426.262626,Younger than 30
139,2011-08,11406316680.50374,12331877296.46465,Age 30-44
139,2011-08,12785038547.82226,14020646694.44444,Age 45-64
139,2011-08,2960654853.047025,3210302009.090908,Age 65 and older
139,2011-08,5022881333.675022,5546009029.797978,Younger than 30
140,2011-09,11844558789.0002,11536160909.09091,Age 30-44
140,2011-09,13313361731.44377,13109053243.43435,Age 45-64
140,2011-09,3155608432.625255,3070220987.373735,Age 65 and older
140,2011-09,5360515453.366019,5334400657.07071,Younger than 30
141,2011-10,12001819174.21977,11314627140.90909,Age 30-44
141,2011-10,13919175580.5978,13028909609.59596,Age 45-64
141,2011-10,3297222953.514745,3108662162.626263,Age 65 and older
141,2011-10,5251715834.795896,5103803573.232322,Younger than 30
142,2011-11,12115403154.39754,11065047755.0505,Age 30-44
142,2011-11,13945837333.8975,12569492842.9293,Age 45-64
142,2011-11,3292431905.936266,2818464735.353537,Age 65 and older
142,2011-11,5549537766.491915,5182318890.404043,Younger than 30
143,2011-12,12744198256.12395,12256786569.19192,Age 30-44
143,2011-12,14394853535.80574,14334246632.32323,Age 45-64
143,2011-12,3501943544.118489,3187383223.737374,Age 65 and older
143,2011-12,5498653779.942918,5142964013.636365,Younger than 30
144,2012-01,11957803370.76859,10351239480.30303,Age 30-44
144,2012-01,13924338435.40415,11948761371.21211,Age 45-64
144,2012-01,3480441991.91615,3240568740.909091,Age 65 and older
144,2012-01,5496201330.311933,4453580146.969697,Younger than 30
145,2012-02,13244594116.69957,12323110296.46465,Age 30-44
145,2012-02,14526139650.8031,13190462797.47475,Age 45-64
145,2012-02,3795956998.717293,3506606993.434343,Age 65 and older
145,2012-02,5878167854.023598,5453574207.575758,Younger than 30
146,2012-03,12585904227.81004,13929072038.38384,Age 30-44
146,2012-03,14328902741.84241,15762055919.19192,Age 45-64
146,2012-03,3512297509.252265,3972344807.070705,Age 65 and older
146,2012-03,5755166310.873812,6414170056.060605,Younger than 30
147,2012-04,12632577952.94286,13068032068.18182,Age 30-44
147,2012-04,14222690627.30221,14500311605.05051,Age 45-64
147,2012-04,3447733774.796412,3631594959.09091,Age 65 and older
147,2012-04,5630003288.16262,5734404023.737376,Younger than 30
148,2012-05,12928414450.84609,13969785722.22223,Age 30-44
148,2012-05,14556449967.19122,15589083761.11111,Age 45-64
148,2012-05,3680926519.390574,4004041004.040406,Age 65 and older
148,2012-05,5697796851.882848,6091248239.393941,Younger than 30
149,2012-06,12734631441.86583,13124317100.50506,Age 30-44
149,2012-06,14644319164.80334,15161715739.39393,Age 45-64
149,2012-06,3576228084.633243,3682867797.474747,Age 65 and older
149,2012-06,5746694903.757661,5930527063.636364,Younger than 30
150,2012-07,12408861206.90127,13303131358.08081,Age 30-44
150,2012-07,14387218243.69279,15541912664.14142,Age 45-64
150,2012-07,3582475712.502448,3777494395.959596,Age 65 and older
150,2012-07,5786301750.89779,6244699435.85859,Younger than 30
151,2012-08,12866449048.51792,13882133017.17172,Age 30-44
151,2012-08,14760523540.84011,16173858613.13131,Age 45-64
151,2012-08,3841057868.318532,4187504557.070705,Age 65 and older
151,2012-08,5962267315.415191,6584997291.414138,Younger than 30
152,2012-09,12756257586.59399,12478665941.41414,Age 30-44
152,2012-09,14699649219.76265,14468818541.91919,Age 45-64
152,2012-09,3582238236.229187,3509202779.797981,Age 65 and older
152,2012-09,5741681833.382734,5717747239.89899,Younger than 30
153,2012-10,12973840865.46192,12265605506.56565,Age 30-44
153,2012-10,14985334483.04079,14164102985.35353,Age 45-64
153,2012-10,3863779775.352683,3693158443.939395,Age 65 and older
153,2012-10,5964427068.382345,5809193440.404039,Younger than 30
154,2012-11,13426596055.73289,12338648931.31313,Age 30-44
154,2012-11,15317594757.33275,13961160074.74748,Age 45-64
154,2012-11,4175547249.975744,3617784458.585858,Age 65 and older
154,2012-11,5988506951.650498,5643312579.29293,Younger than 30
155,2012-12,13165457275.2256,12647565015.65656,Age 30-44
155,2012-12,15476957119.23391,15496015648.48485,Age 45-64
155,2012-12,3996814303.446543,3672758126.262625,Age 65 and older
155,2012-12,6075614792.086645,5677703544.444447,Younger than 30
156,2013-01,13662272011.44844,11865143416.16162,Age 30-44
156,2013-01,16045962327.48637,13857832553.0303,Age 45-64
156,2013-01,4095320889.131747,3805364760.606061,Age 65 and older
156,2013-01,6303084783.26156,5111846367.171715,Younger than 30
157,2013-02,13584468682.70057,12610128908.58586,Age 30-44
157,2013-02,15471243102.773,13943605407.07071,Age 45-64
157,2013-02,4144809200.279564,3777784660.606061,Age 65 and older
157,2013-02,6178744237.80907,5748226343.939393,Younger than 30
158,2013-03,13489837122.94864,14923091677.77777,Age 30-44
158,2013-03,15071325590.83335,16501607715.65657,Age 45-64
158,2013-03,3930243215.198017,4411476689.898991,Age 65 and older
158,2013-03,6194003355.569026,6900809254.040403,Younger than 30
159,2013-04,13942390512.59998,14368908372.22222,Age 30-44
159,2013-04,16192004550.88023,16434552600.50506,Age 45-64
159,2013-04,4362696943.989539,4566135277.777778,Age 65 and older
159,2013-04,6413060611.328304,6506351208.080808,Younger than 30
160,2013-05,13917490748.80923,15068322643.43434,Age 30-44
160,2013-05,16577119269.00567,17750640446.96969,Age 45-64
160,2013-05,4512542615.291613,4908539565.656566,Age 65 and older
160,2013-05,6532385608.403029,6996284864.141411,Younger than 30
161,2013-06,14123034583.4983,14478123493.43434,Age 30-44
161,2013-06,16524623010.77001,17028808507.57576,Age 45-64
161,2013-06,4291673497.478969,4369824271.717174,Age 65 and older
161,2013-06,6478086414.395912,6641458258.08081,Younger than 30
162,2013-07,14278578845.20074,15279917546.9697,Age 30-44
162,2013-07,16708374239.94424,17918672303.0303,Age 45-64
162,2013-07,4675686242.279756,4919656641.414143,Age 65 and older
162,2013-07,6651723243.452906,7159901722.222219,Younger than 30
163,2013-08,14206642867.77977,15335945069.19192,Age 30-44
163,2013-08,16790988931.14386,18456793075.25252,Age 45-64
163,2013-08,4590931676.450336,5045532543.939395,Age 65 and older
163,2013-08,6624497275.017537,7326968433.333336,Younger than 30
164,2013-09,13620402618.76551,13398388289.39394,Age 30-44
164,2013-09,15949828627.08079,15754601894.44444,Age 45-64
164,2013-09,4507619622.217343,4465944099.999996,Age 65 and older
164,2013-09,6361517092.741834,6332277155.050503,Younger than 30
165,2013-10,14107231715.59517,13345997090.40404,Age 30-44
165,2013-10,16336380457.4779,15516088094.9495,Age 45-64
165,2013-10,4619381717.015233,4446131756.565657,Age 65 and older
165,2013-10,6672018995.461479,6512413293.939395,Younger than 30
166,2013-11,14509071134.15038,13388895085.85859,Age 30-44
166,2013-11,16952525693.20925,15564842636.86868,Age 45-64
166,2013-11,4621845303.599037,4040829169.191919,Age 65 and older
166,2013-11,6857144177.032713,6507332366.161615,Younger than 30
167,2013-12,14043711962.10979,13466124837.87879,Age 30-44
167,2013-12,16405835959.14381,16493389610.60607,Age 45-64
167,2013-12,4562913425.448528,4219024599.494949,Age 65 and older
167,2013-12,6688101751.799991,6251048780.808083,Younger than 30
168,2014-01,14504246227.71352,12657617251.0101,Age 30-44
168,2014-01,16812739335.04065,14633141749.49495,Age 45-64
168,2014-01,4646552617.805734,4307585406.060606,Age 65 and older
168,2014-01,6920582968.760339,5631756848.989901,Younger than 30
169,2014-02,14543890347.71808,13450687664.64646,Age 30-44
169,2014-02,16673440268.96429,14929286420.70707,Age 45-64
169,2014-02,4548157227.106927,4103890455.050506,Age 65 and older
169,2014-02,6982233790.238252,6476301494.949494,Younger than 30
170,2014-03,14875124217.94151,16440275329.79798,Age 30-44
170,2014-03,17260053759.01654,18763366813.13131,Age 45-64
170,2014-03,4886024141.504754,5438218389.898993,Age 65 and older
170,2014-03,7045165720.367898,7821814019.69697,Younger than 30
171,2014-04,14862624452.35012,15225168065.15152,Age 30-44
171,2014-04,17394769700.52682,17523396202.52525,Age 45-64
171,2014-04,4973112893.897314,5167169453.535355,Age 65 and older
171,2014-04,6913944828.460189,6995039911.111112,Younger than 30
172,2014-05,15197889575.5586,16466399064.64646,Age 30-44
172,2014-05,18052908944.57711,19323304783.83839,Age 45-64
172,2014-05,4881234338.459883,5285626187.878787,Age 65 and older
172,2014-05,7114725482.796724,7642135103.535351,Younger than 30
173,2014-06,14863859918.60175,15205702039.39395,Age 30-44
173,2014-06,17387611388.21585,17881641965.65656,Age 45-64
173,2014-06,4865439127.742279,4942713485.353535,Age 65 and older
173,2014-06,6917465113.497674,7081845376.262626,Younger than 30
174,2014-07,15333017601.94947,16409044521.21213,Age 30-44
174,2014-07,17810622286.26357,19040744085.35354,Age 45-64
174,2014-07,5001712922.314292,5264687080.808081,Age 65 and older
174,2014-07,7058477905.170626,7583238615.151514,Younger than 30
175,2014-08,15419813142.91124,16632121264.64647,Age 30-44
175,2014-08,17757021769.85061,19592331113.63636,Age 45-64
175,2014-08,4971569400.053638,5492035602.020205,Age 65 and older
175,2014-08,7347035296.953117,8104466715.151516,Younger than 30
176,2014-09,15338138507.99423,15185477718.18181,Age 30-44
176,2014-09,17836205590.10867,17703884555.0505,Age 45-64
176,2014-09,5100559946.032194,5114778097.474747,Age 65 and older
176,2014-09,7255029907.40613,7240806798.989902,Younger than 30
177,2014-10,15551902658.60108,14716588999.49495,Age 30-44
177,2014-10,18051262953.36921,17171595840.90908,Age 45-64
177,2014-10,5041260468.462646,4871475019.696973,Age 65 and older
177,2014-10,7310621163.512778,7155003119.191921,Younger than 30
178,2014-11,15289784780.1042,14176477873.23232,Age 30-44
178,2014-11,17643283313.10444,16298014226.76767,Age 45-64
178,2014-11,4805592579.97316,4234959033.333332,Age 65 and older
178,2014-11,7106276354.889704,6782183006.060606,Younger than 30
179,2014-12,15636857924.01899,14995222930.80808,Age 30-44
179,2014-12,17964915083.91978,18130964405.05051,Age 45-64
179,2014-12,5156632197.879863,4792100980.303031,Age 65 and older
179,2014-12,7499252362.483845,7013288974.747473,Younger than 30
180,2015-01,15832077005.26016,13842871538.38384,Age 30-44
180,2015-01,18925317111.95816,16576465553.53536,Age 45-64
180,2015-01,5152811914.683762,4750845510.606061,Age 65 and older
180,2015-01,7513690939.829958,6129840582.828282,Younger than 30
181,2015-02,15912550093.39822,14661533867.67677,Age 30-44
181,2015-02,17307067098.11309,15423924577.77779,Age 45-64
181,2015-02,5024687457.716578,4504476650.50505,Age 65 and older
181,2015-02,7695710418.200281,7089166527.272728,Younger than 30
182,2015-03,16030632408.47571,17731463799.49495,Age 30-44
182,2015-03,18527872737.74773,20013902444.44445,Age 45-64
182,2015-03,5243267906.323297,5797268863.131313,Age 65 and older
182,2015-03,7585835991.497451,8419322240.404041,Younger than 30
183,2015-04,16107381418.64738,16363689324.24243,Age 30-44
183,2015-04,18854457808.72572,18859701992.9293,Age 45-64
183,2015-04,5281181666.897519,5456782280.80808,Age 65 and older
183,2015-04,7807713172.356759,7864284834.848484,Younger than 30
184,2015-05,16062830385.83849,17431363222.72728,Age 30-44
184,2015-05,18910595660.0672,20229438525.25253,Age 45-64
184,2015-05,5228729202.188794,5641891391.41414,Age 65 and older
184,2015-05,7771562741.139892,8372872697.47475,Younger than 30
185,2015-06,16798526816.29493,17180302012.12121,Age 30-44
185,2015-06,19571301228.591,20076824105.0505,Age 45-64
185,2015-06,5673281924.525264,5767855956.060606,Age 65 and older
185,2015-06,7971224343.677867,8176652108.080811,Younger than 30
186,2015-07,16889512309.52776,18036040619.69697,Age 30-44
186,2015-07,19502525146.39266,20794424227.27272,Age 45-64
186,2015-07,5682089888.956212,5967416510.10101,Age 65 and older
186,2015-07,8112265341.047307,8674407824.242418,Younger than 30
187,2015-08,16641827605.57957,17894446749.49495,Age 30-44
