month,date,vol,vol_unadj
278,2023-03,60982581297.05069,67727629248.48483
279,2023-04,59367255149.286,61557363924.24242
280,2023-05,62409654580.72411,66848191989.39398
281,2023-06,62792166540.64417,64999285188.88889
282,2023-07,61127546842.09605,63370280544.44445
283,2023-08,62345462925.37,65798237236.86869
284,2023-09,62665668860.55256,61525576372.22222
285,2023-10,59895353267.85831,57619480780.30304
286,2023-11,60609630590.54084,55823422196.46463
287,2023-12,62040269767.97312,60925587758.58587
288,2024-01,60817391968.79063,54133383812.1212
289,2024-02,63004835076.93067,57808845613.6364
290,2024-03,59288759781.32876,65890134207.07069
291,2024-04,60756134408.74037,63206675926.26262
292,2024-05,62532255286.87016,66909793304.04042
293,2024-06,58534537713.50249,60552026866.66665
294,2024-07,63381061933.58882,65397232094.94949
295,2024-08,63023006057.0148,66638825484.34349
296,2024-09,61303489919.72874,60066638240.9091
297,2024-10,65906498918.83054,63274716180.80811
298,2024-11,67967427839.3477,62761636227.77777
299,2024-12,68087023215.36516,67043048994.3862
300,2025-01,64840023937.88193,57837021094.3529
301,2025-02,63728331809.69549,58551563488.47359
302,2025-03,68673491463.95445,76101468774.75179
303,2025-04,69341031879.72517,71972890257.75972
304,2025-05,65864818145.19041,70579906209.89375
