month,date,vol,vol_unadj,credit_score_group
106,2008-11,1906377653.887232,1751760659.59596,Deep subprime
106,2008-11,3943867719.260196,3539470146.969698,Subprime
106,2008-11,40648287578.48267,39946893108.58587,Super-prime
106,2008-11,6764469445.860109,6563614405.555556,Near-prime
107,2008-12,19214177803.88324,19095756120.70705,Prime
107,2008-12,2068182587.844258,1981327634.848484,Deep subprime
107,2008-12,4066640372.111322,4278058228.787877,Subprime
107,2008-12,62838920705.54785,65944505616.66669,Super-prime
107,2008-12,8605410511.381273,8461336019.69697,Near-prime
108,2009-01,114057388478.1913,108833659094.9495,Super-prime
108,2009-01,2086743963.038191,1854276919.696969,Deep subprime
108,2009-01,23466697781.77269,20805525109.09091,Prime
108,2009-01,4512106732.040232,3922822781.818181,Subprime
108,2009-01,9549841839.505285,8397024624.747475,Near-prime
109,2009-02,139732635068.9773,133340876114.1415,Super-prime
109,2009-02,1885641939.877178,1738009974.747475,Deep subprime
109,2009-02,25603570888.97484,22945559095.45454,Prime
109,2009-02,4134213704.676586,3650270699.49495,Subprime
109,2009-02,9824711141.559029,9008135972.222221,Near-prime
110,2009-03,122857116730.2498,139913823632.3233,Super-prime
110,2009-03,1797771857.677789,2002289826.262626,Deep subprime
110,2009-03,24470506606.90559,26376723248.9899,Prime
110,2009-03,3991749360.973594,4208103440.404041,Subprime
110,2009-03,9294327800.978659,9610625613.131313,Near-prime
111,2009-04,134651294948.8365,147042296802.0203,Super-prime
111,2009-04,1737344435.768884,1697690581.818182,Deep subprime
111,2009-04,26016983021.9598,27495181828.28283,Prime
111,2009-04,4070087153.319869,4130065137.878788,Subprime
111,2009-04,9351600229.336996,9662813697.979795,Near-prime
112,2009-05,149950536937.7228,156782669824.2425,Super-prime
112,2009-05,1641648355.475734,1650722365.656565,Deep subprime
112,2009-05,26773692091.30312,28208026383.83839,Prime
112,2009-05,3637257091.738808,3843624430.303032,Subprime
112,2009-05,8891798154.739174,9219156441.414145,Near-prime
113,2009-06,144472359054.4449,154211172583.3334,Super-prime
113,2009-06,1590523836.921898,1753177796.969697,Deep subprime
113,2009-06,27039164310.53024,29745088945.45455,Prime
113,2009-06,3514184028.354025,3953039208.080809,Subprime
113,2009-06,8791414346.868666,9626787098.484848,Near-prime
114,2009-07,131341949707.7141,124425167210.6061,Super-prime
114,2009-07,1679188598.819069,1648864550,Deep subprime
114,2009-07,26435909381.24351,26476234251.01009,Prime
114,2009-07,3469736704.112548,3514494756.565659,Subprime
114,2009-07,8833572894.947882,9130078564.141411,Near-prime
115,2009-08,103080297689.4369,94174857525.75757,Super-prime
115,2009-08,1032937011.349227,1072280779.292929,Deep subprime
115,2009-08,22599739325.14117,22284678873.73738,Prime
115,2009-08,2991047724.551794,2869245571.717171,Subprime
115,2009-08,7079236368.473297,7345826463.636361,Near-prime
116,2009-09,1241163598.034601,1346626095.454546,Deep subprime
116,2009-09,21543238685.83028,21044116630.80807,Prime
116,2009-09,3063283435.802301,3203481915.656565,Subprime
116,2009-09,8159130035.557329,7980314105.050508,Near-prime
116,2009-09,96942896425.33887,86165495934.34343,Super-prime
117,2009-10,1198753858.186499,1220579932.828283,Deep subprime
117,2009-10,22393911979.66565,23036913961.61615,Prime
117,2009-10,3275472065.626146,3392400701.515152,Subprime
117,2009-10,8969261927.038528,9101820582.828283,Near-prime
117,2009-10,94421376929.65646,94522578256.56561,Super-prime
118,2009-11,1196114921.323408,1099842926.767677,Deep subprime
118,2009-11,24436717986.25653,23661496010.60605,Prime
118,2009-11,3619398851.629445,3273274970.707072,Subprime
118,2009-11,8001765728.598432,7743913189.898992,Near-prime
118,2009-11,90750458251.26321,95625533706.56563,Super-prime
119,2009-12,1256815870.857179,1202797262.121212,Deep subprime
119,2009-12,21480249145.92475,21570145154.54545,Prime
119,2009-12,2882661931.246102,3046724600.000001,Subprime
119,2009-12,7416434720.039109,7347775709.090909,Near-prime
119,2009-12,92711508619.57593,102727030588.3838,Super-prime
120,2010-01,18049601595.7589,15916967116.66667,Prime
120,2010-01,2123051630.267478,1800452880.80808,Subprime
120,2010-01,5567551595.815646,4876253410.606062,Near-prime
120,2010-01,682913414.7195904,585794210.1010101,Deep subprime
120,2010-01,82224925910.4678,77790224157.57576,Super-prime
121,2010-02,16897640693.67241,15014239989.39395,Prime
121,2010-02,1936005499.245104,1687141103.535353,Subprime
121,2010-02,5340184105.377329,4792055642.929296,Near-prime
121,2010-02,72994619186.77422,66468809905.05049,Super-prime
121,2010-02,764387987.7758987,706092452.0202017,Deep subprime
122,2010-03,18808072107.59631,19765470697.97981,Prime
122,2010-03,2217879820.9685,2356022327.777779,Subprime
122,2010-03,6329208238.627298,6535644156.060605,Near-prime
122,2010-03,751744917.2231007,856562495.4545451,Deep subprime
122,2010-03,79166192759.72641,84189834863.13132,Super-prime
123,2010-04,1021116284.209769,991777544.9494951,Deep subprime
123,2010-04,18774565394.26249,19375731208.58585,Prime
123,2010-04,2245518333.024637,2260885739.39394,Subprime
123,2010-04,6519492071.09381,6671451315.151512,Near-prime
123,2010-04,82082813310.87868,83230613370.70706,Super-prime
124,2010-05,17556181731.94883,18277089327.77777,Prime
124,2010-05,2275583923.481557,2412029177.777779,Subprime
124,2010-05,6160618559.869572,6362767425.757577,Near-prime
124,2010-05,709801864.9061115,718417874.2424244,Deep subprime
124,2010-05,79112313175.28719,76092286788.88893,Super-prime
125,2010-06,1003909872.765732,1123324413.131313,Deep subprime
125,2010-06,20128409687.40289,22095549682.32322,Prime
125,2010-06,2636695053.331882,3027521301.010102,Subprime
125,2010-06,6768922785.827083,7478057609.090906,Near-prime
125,2010-06,94689443772.76445,97892078519.69695,Super-prime
126,2010-07,106316683100.524,100867804476.7677,Super-prime
126,2010-07,19042299590.63264,19223861199.49495,Prime
126,2010-07,1965286452.642098,1932134836.363637,Subprime
126,2010-07,4924714048.891436,5076140719.19192,Near-prime
126,2010-07,675775974.7895348,649440183.3333331,Deep subprime
127,2010-08,132383628273.1091,129313866676.7677,Super-prime
127,2010-08,1869366807.372165,1851663367.171717,Subprime
127,2010-08,21176834034.86173,21460266101.51516,Prime
127,2010-08,5987246798.605557,6324285246.464645,Near-prime
127,2010-08,672248336.5767027,691661332.3232324,Deep subprime
128,2010-09,146209932810.2889,141217214632.3232,Super-prime
128,2010-09,1992155217.409343,2068347500.505051,Subprime
128,2010-09,23354717627.50034,23149404445.45456,Prime
128,2010-09,5949822199.426461,5868818458.585858,Near-prime
128,2010-09,712838143.2898679,777720231.3131312,Deep subprime
129,2010-10,135518539032.0911,146163717867.6768,Super-prime
129,2010-10,1951713698.522291,2021197198.484848,Subprime
129,2010-10,21144147362.94016,22109219896.46464,Prime
129,2010-10,6051258089.786496,6155855992.424244,Near-prime
129,2010-10,635818194.5917128,649891833.8383837,Deep subprime
130,2010-11,136707183873.3292,151310680538.3839,Super-prime
130,2010-11,24607728282.68004,23896730181.31313,Prime
130,2010-11,2492651725.672175,2287771182.323232,Subprime
130,2010-11,6292039951.83984,6059027481.313131,Near-prime
130,2010-11,903889404.826588,833323201.0101011,Deep subprime
131,2010-12,128202101116.5605,144123197428.7879,Super-prime
131,2010-12,1970621461.176192,2086324025.252525,Subprime
131,2010-12,21240272571.08856,21601992797.47474,Prime
131,2010-12,6007561417.213975,5980460765.656568,Near-prime
131,2010-12,682685327.4315408,659018648.4848485,Deep subprime
132,2011-01,109324745717.8192,102074622813.1313,Super-prime
132,2011-01,1790556411.720817,1468721564.141414,Subprime
132,2011-01,20819003761.51925,18067597129.79799,Prime
132,2011-01,510190966.3359379,423126550.5050505,Deep subprime
132,2011-01,5467222851.055777,4753225083.333334,Near-prime
133,2011-02,1693446522.012969,1456461106.565657,Subprime
133,2011-02,17525691204.98217,15326178772.22222,Prime
133,2011-02,4632615233.597203,4052716251.010103,Near-prime
133,2011-02,634062226.7757552,580793613.6363635,Deep subprime
133,2011-02,87089938616.95444,75968886604.54547,Super-prime
134,2011-03,16906783172.66811,17321194400.50506,Prime
134,2011-03,1876438384.452564,2002915417.171719,Subprime
134,2011-03,4930108304.747834,5084097033.838384,Near-prime
134,2011-03,661460925.2653389,759869059.5959597,Deep subprime
134,2011-03,78465715199.8643,77073507330.30305,Super-prime
135,2011-04,15054822085.00036,15276420924.24243,Prime
135,2011-04,1666675116.152099,1658411330.80808,Subprime
135,2011-04,4780036817.141588,4847238541.414147,Near-prime
135,2011-04,519898008.6539316,506281910.1010104,Deep subprime
135,2011-04,73299646323.22292,69152301764.64644,Super-prime
136,2011-05,15442994560.00008,15962137381.81818,Prime
136,2011-05,1654400058.233494,1782388023.232323,Subprime
136,2011-05,4632805200.347501,4817826420.707074,Near-prime
136,2011-05,549514361.3264158,566436489.3939395,Deep subprime
136,2011-05,71944569360.8553,67297658383.33334,Super-prime
137,2011-06,15830818799.3803,17390696459.0909,Prime
137,2011-06,1951236232.855184,2274199685.858587,Subprime
137,2011-06,4833266145.389387,5409001707.575758,Near-prime
137,2011-06,565155170.6300265,646558369.6969699,Deep subprime
137,2011-06,78197249882.16902,80421613807.07072,Super-prime
138,2011-07,15648321484.57918,16066053472.22222,Prime
138,2011-07,1803345478.603052,1729538175.252526,Subprime
138,2011-07,5003726280.353557,5153785954.545455,Near-prime
138,2011-07,548149797.7961828,517510412.6262627,Deep subprime
138,2011-07,82465372404.62956,81515167949.49496,Super-prime
139,2011-08,17528802573.00121,18249345034.84848,Prime
139,2011-08,2087608633.884919,2125578632.323232,Subprime
139,2011-08,5454337039.731679,5829550841.414143,Near-prime
139,2011-08,693719123.2992135,701847196.9696969,Deep subprime
139,2011-08,91048217870.65364,94825118278.28279,Super-prime
140,2011-09,117842678596.0425,117425342034.3434,Super-prime
140,2011-09,19330492392.38556,19410656704.0404,Prime
140,2011-09,2052421504.802694,2125230815.151516,Subprime
140,2011-09,5608740521.441493,5571521449.999998,Near-prime
140,2011-09,690655843.741698,750226960.1010101,Deep subprime
141,2011-10,115222919384.1556,129162465158.5859,Super-prime
141,2011-10,1828370291.201811,1889479457.070706,Subprime
141,2011-10,19181744653.13506,20186860261.11111,Prime
141,2011-10,5221918587.270392,5320505000.000002,Near-prime
141,2011-10,652293596.2787141,667667379.2929289,Deep subprime
142,2011-11,115841643213.5933,127868928971.7172,Super-prime
142,2011-11,19256402830.95623,18623556522.22223,Prime
142,2011-11,2038787333.083883,1888186119.69697,Subprime
142,2011-11,5427851727.694919,5167131984.848484,Near-prime
142,2011-11,631000282.8589046,579772336.3636364,Deep subprime
143,2011-12,110070471719.65,120342092487.3738,Super-prime
143,2011-12,19519825618.79869,19923818288.38385,Prime
143,2011-12,2074312803.880139,2196495216.161615,Subprime
143,2011-12,5757921813.924726,5738372389.89899,Near-prime
143,2011-12,602195256.6537379,595148537.3737372,Deep subprime
144,2012-01,115904929021.6613,104380650034.8485,Super-prime
144,2012-01,20010405809.22582,17126357302.0202,Prime
144,2012-01,2214334425.766006,1762817923.232324,Subprime
144,2012-01,6129721918.267312,5304560500,Near-prime
144,2012-01,713200247.9812881,578937678.7878788,Deep subprime
145,2012-02,142608449682.3735,121406739424.2425,Super-prime
145,2012-02,2239275061.83706,1906565862.121212,Subprime
145,2012-02,23196268252.24071,19943787145.45454,Prime
145,2012-02,6755064749.350263,5739094563.131314,Near-prime
145,2012-02,788740793.9877119,719608902.0202019,Deep subprime
146,2012-03,138846879850.6931,131252199253.0304,Super-prime
146,2012-03,22370763025.54976,22407340040.40404,Prime
146,2012-03,2274956207.089266,2449454004.545454,Subprime
146,2012-03,6768172267.383306,7018070563.636359,Near-prime
146,2012-03,820611856.8000638,932500550.5050508,Deep subprime
147,2012-04,128944776505.4846,119412510684.8484,Super-prime
147,2012-04,22550534712.05103,22641355630.80808,Prime
147,2012-04,2310589899.526044,2255880510.101011,Subprime
147,2012-04,6475165725.758782,6477672341.414144,Near-prime
147,2012-04,702289870.8821284,682782840.9090909,Deep subprime
148,2012-05,132092562041.4038,127185693430.3031,Super-prime
148,2012-05,23608602020.03424,24505373660.60606,Prime
148,2012-05,2422853263.341872,2633321479.292931,Subprime
148,2012-05,6820389541.02053,7226393367.676769,Near-prime
148,2012-05,745489119.1683171,781555460.10101,Deep subprime
149,2012-06,129492907572.7427,135435719322.7273,Super-prime
149,2012-06,2208617366.174253,2600443654.040405,Subprime
149,2012-06,22455569973.86763,24853227933.83838,Prime
149,2012-06,6878488225.226012,7791570633.333334,Near-prime
149,2012-06,712051433.8303165,829593297.4747478,Deep subprime
150,2012-07,134132085940.755,140988209748.9899,Super-prime
150,2012-07,2156058676.50215,2062135173.232323,Subprime
150,2012-07,24129224845.46855,25369374210.60606,Prime
150,2012-07,6696219787.303479,6925896069.191919,Near-prime
150,2012-07,711015663.4521434,677072445.959596,Deep subprime
151,2012-08,152134921358.4796,165916770491.9192,Super-prime
151,2012-08,2386934030.650356,2487343199.999999,Subprime
151,2012-08,26167346085.28977,27733417543.9394,Prime
151,2012-08,7105544357.503008,7663336592.929294,Near-prime
151,2012-08,732677174.8095284,728794497.979798,Deep subprime
152,2012-09,141431790922.3879,141110020056.0605,Super-prime
152,2012-09,2095833267.30145,2185808244.444444,Subprime
152,2012-09,23815880211.8773,24134130021.71717,Prime
152,2012-09,7008594347.605855,7016602581.818184,Near-prime
152,2012-09,736975737.1340858,792016365.1515155,Deep subprime
153,2012-10,148540540447.9869,163430680545.4546,Super-prime
153,2012-10,26767922742.86301,28010189185.85858,Prime
153,2012-10,2684355820.145702,2743667968.686869,Subprime
153,2012-10,7819677720.897093,7919916860.606058,Near-prime
153,2012-10,907352659.7374731,928594738.3838385,Deep subprime
154,2012-11,146410617494.0065,153371047312.6263,Super-prime
154,2012-11,2488311651.466924,2306884434.343436,Subprime
154,2012-11,27382680601.70966,26239993864.64648,Prime
154,2012-11,7469037466.803887,6997542172.222221,Near-prime
154,2012-11,909367985.2514569,828209302.0202024,Deep subprime
155,2012-12,151381891701.6877,158651163217.6767,Super-prime
155,2012-12,2392619456.143977,2530218968.686868,Subprime
155,2012-12,27602733385.99944,28076622992.9293,Prime
155,2012-12,8067263216.798592,8011606459.090912,Near-prime
155,2012-12,825838622.6689153,832225019.1919192,Deep subprime
156,2013-01,168273084740.9533,147743201274.2424,Super-prime
156,2013-01,32178379924.30574,26892335657.07069,Prime
156,2013-01,3330302358.038043,2559431347.474748,Subprime
156,2013-01,8307506224.406588,7098432551.010102,Near-prime
156,2013-01,954682659.3484291,767983970.20202,Deep subprime
157,2013-02,156364068470.7987,129968996905.0505,Super-prime
157,2013-02,29369431860.21133,24886533210.60606,Prime
157,2013-02,2983767369.216426,2520854713.636363,Subprime
157,2013-02,8672579600.660816,7221155485.353534,Near-prime
157,2013-02,904038209.4576421,821060561.6161616,Deep subprime
158,2013-03,147075681149.4731,136750270123.7374,Super-prime
158,2013-03,2530156243.471444,2772667126.262628,Subprime
158,2013-03,27761886466.12123,27561343636.36364,Prime
158,2013-03,802962093.4343574,907378962.6262628,Deep subprime
158,2013-03,8398552188.890386,8761843577.272726,Near-prime
159,2013-04,1054455926.944919,1015947677.777778,Deep subprime
159,2013-04,145701414951.637,138588096378.283,Super-prime
159,2013-04,2834394189.990472,2727974584.343434,Subprime
159,2013-04,28965073461.41904,29134561970.70707,Prime
159,2013-04,8522085610.539784,8478761227.272731,Near-prime
160,2013-05,143807993234.1325,147341878491.9192,Super-prime
160,2013-05,2717742307.261853,2966980376.767676,Subprime
160,2013-05,28850492344.33798,30259799452.0202,Prime
160,2013-05,8425457183.914937,9128664612.626263,Near-prime
160,2013-05,954269115.2842509,1011483263.636363,Deep subprime
161,2013-06,128105335325.7002,139808736954.0405,Super-prime
161,2013-06,26890265369.03782,29975341716.66666,Prime
161,2013-06,2815656555.945715,3313741981.31313,Subprime
161,2013-06,8125022464.071683,9305283633.333328,Near-prime
161,2013-06,908912823.0842026,1064332905.050505,Deep subprime
162,2013-07,117916848228.2617,131524633209.0909,Super-prime
162,2013-07,1271574440.295163,1226309153.535354,Deep subprime
162,2013-07,2702143547.363708,2602118362.626263,Subprime
162,2013-07,27953825173.30006,30031280014.64646,Prime
162,2013-07,8421820286.415234,8701190519.191921,Near-prime
163,2013-08,24569929738.83029,26379914514.14141,Prime
163,2013-08,2767822342.084746,2911349878.787879,Subprime
163,2013-08,725751550.4025753,715787830.3030308,Deep subprime
163,2013-08,7948757731.806964,8604791108.080805,Near-prime
163,2013-08,97415610847.67459,106688018291.4142,Super-prime
164,2013-09,21078584358.77766,21368624006.06061,Prime
164,2013-09,2385007740.653223,2519227615.656565,Subprime
164,2013-09,7175627840.265417,7259103418.181817,Near-prime
164,2013-09,746028419.8260502,793765565.6565661,Deep subprime
164,2013-09,80009679767.16504,79125209883.83838,Super-prime
165,2013-10,20924266644.81422,21768024225.75757,Prime
165,2013-10,2189762994.219549,2235253496.969696,Subprime
165,2013-10,637494715.8182718,657222003.0303029,Deep subprime
165,2013-10,7125601430.11582,7177914139.89899,Near-prime
165,2013-10,71808212065.31192,75799433551.51512,Super-prime
166,2013-11,20429254448.91875,19395986924.24242,Prime
166,2013-11,2545618654.500496,2350487281.818183,Subprime
166,2013-11,651635490.4107054,589505691.9191921,Deep subprime
166,2013-11,68838303380.86279,67698351188.38384,Super-prime
166,2013-11,7544674569.748979,6981136845.959594,Near-prime
167,2013-12,19641359598.83397,19777424279.79798,Prime
167,2013-12,2283753766.802321,2419029064.646464,Subprime
167,2013-12,67967376800.12678,69541973712.1212,Super-prime
167,2013-12,6964610091.035221,6892617486.868686,Near-prime
167,2013-12,751594712.2113374,774732915.6565655,Deep subprime
168,2014-01,18822382192.03603,15391696002.52525,Prime
168,2014-01,2906641010.254058,2163244315.656566,Subprime
168,2014-01,620219451.6895864,496731111.6161616,Deep subprime
168,2014-01,63842696667.28873,53720203370.70707,Super-prime
168,2014-01,7223568121.148485,6069545641.41414,Near-prime
169,2014-02,17200298872.94152,14412041255.55556,Prime
169,2014-02,1978580661.976067,1661466721.212121,Subprime
169,2014-02,572269952.4320574,512536467.171717,Deep subprime
169,2014-02,60944698962.67403,49180245439.39395,Super-prime
169,2014-02,6644132976.855905,5448674985.858585,Near-prime
170,2014-03,17886697320.00144,17680867319.69698,Prime
170,2014-03,2193384512.65169,2443265717.171716,Subprime
170,2014-03,608041520.246146,687347325.7575759,Deep subprime
170,2014-03,63970873258.48917,60113128026.26263,Super-prime
170,2014-03,6721497396.755034,7041637224.747476,Near-prime
171,2014-04,19094087494.45523,19264439506.56565,Prime
171,2014-04,2185285887.737011,2073346289.898989,Subprime
171,2014-04,67949671977.30647,67477545359.09093,Super-prime
171,2014-04,7180397500.415492,7108037384.848484,Near-prime
171,2014-04,817579348.4539602,774175672.7272724,Deep subprime
172,2014-05,19729409722.88916,20983732463.63636,Prime
172,2014-05,2484488657.01481,2693510236.868687,Subprime
172,2014-05,68964624882.14275,73205392441.41414,Super-prime
172,2014-05,7340372670.902945,8095361531.313128,Near-prime
172,2014-05,742571038.1367066,784765603.0303029,Deep subprime
173,2014-06,20637899399.34136,23220584061.11109,Prime
173,2014-06,2296903438.444297,2708709783.333334,Subprime
173,2014-06,71947817334.08859,80957351806.56564,Super-prime
173,2014-06,7372733812.280916,8516680993.939394,Near-prime
173,2014-06,745946872.7789962,874135880.3030303,Deep subprime
174,2014-07,21864108683.25517,23811820503.03032,Prime
174,2014-07,3176553812.096605,3095642739.898991,Subprime
174,2014-07,724154583.2198125,711654742.9292929,Deep subprime
174,2014-07,75992242316.64862,87031157425.7576,Super-prime
174,2014-07,7802398237.162015,8056522918.181817,Near-prime
175,2014-08,20423859379.62469,22077098627.27272,Prime
175,2014-08,2400480827.151966,2522536564.141415,Subprime
175,2014-08,737681770.6168436,724506479.7979796,Deep subprime
175,2014-08,74664221951.15056,82161021718.68687,Super-prime
175,2014-08,7654997755.53663,8309330399.999997,Near-prime
176,2014-09,22215888209.24576,22524571506.06061,Prime
176,2014-09,2750270558.249179,2942950391.414141,Subprime
176,2014-09,689744147.2175298,732509436.8686867,Deep subprime
176,2014-09,77519920464.77733,77922096284.34343,Super-prime
176,2014-09,8246269108.935339,8424985174.242425,Near-prime
177,2014-10,21778358272.37427,22590164213.63637,Prime
177,2014-10,2625688873.221474,2686414081.313131,Subprime
177,2014-10,727965620.7757605,748834996.9696968,Deep subprime
177,2014-10,77483836320.84364,79620223743.93939,Super-prime
177,2014-10,8530386361.363423,8552451895.454552,Near-prime
178,2014-11,22367103539.02299,21135218687.87879,Prime
178,2014-11,2563658032.34171,2376482712.121212,Subprime
178,2014-11,719586029.30329,655546511.6161617,Deep subprime
178,2014-11,7893096030.529157,7297457201.515153,Near-prime
178,2014-11,82274928384.40121,77785866692.42426,Super-prime
179,2014-12,24659270369.23836,24659924033.83838,Prime
179,2014-12,2868975990.448447,3057479961.111111,Subprime
179,2014-12,8685110490.750505,8622143547.979797,Near-prime
179,2014-12,89408811821.28302,90525726445.95956,Super-prime
179,2014-12,953166796.0599672,1011873576.767677,Deep subprime
180,2015-01,23236646399.10665,18613977524.24243,Prime
180,2015-01,2726657802.064179,1976814918.686869,Subprime
180,2015-01,518691047.5318036,413504209.5959597,Deep subprime
180,2015-01,7682015060.52107,6337959281.81818,Near-prime
180,2015-01,89887139610.32173,72528815712.1212,Super-prime
181,2015-02,10986861384.20074,8850645214.141415,Near-prime
181,2015-02,121903999763.6492,94699606036.36365,Super-prime
181,2015-02,28618641455.62551,23562106263.13132,Prime
