month,date,num,num_unadj
151,2012-08,880350.5582576715,945706.5656565637
152,2012-09,804378.2113752161,820443.9393939395
153,2012-10,887452.2162856116,948356.5656565634
154,2012-11,872434.512173415,883321.2121212111
155,2012-12,874453.4492902862,900507.0707070697
156,2013-01,1013511.750091295,863340.9090909082
157,2013-02,946687.9849562553,789946.4646464646
158,2013-03,872080.6168511965,851359.5959595954
159,2013-04,883979.9460932476,868059.5959595948
160,2013-05,872885.6056193626,894292.4242424235
161,2013-06,784145.0790766649,852523.2323232316
162,2013-07,759401.1575621626,810595.4545454547
163,2013-08,642850.3637983246,699964.6464646466
164,2013-09,527328.4537490387,542144.4444444444
165,2013-10,491284.8675779251,520089.3939393939
166,2013-11,467039.4805165216,458324.2424242426
167,2013-12,463284.1637621786,467441.4141414145
168,2014-01,444368.8834927508,369310.6060606061
169,2014-02,413520.7295704799,341359.595959596
170,2014-03,429216.8471902425,418637.373737374
171,2014-04,460854.2258376165,454787.3737373737
172,2014-05,470018.2569251923,493687.3737373739
173,2014-06,477063.5731528669,528660.101010101
174,2014-07,502400.9293975034,547371.2121212122
175,2014-08,478924.5636991531,526787.3737373735
176,2014-09,497504.1532682031,512740.9090909094
177,2014-10,493461.6509316395,516805.5555555555
178,2014-11,495690.6166975192,475414.6464646466
179,2014-12,547845.8017512674,545918.6868686869
180,2015-01,525774.8765367256,424239.898989899
181,2015-02,663515.5807300211,536119.696969697
182,2015-03,704499.3391336058,690960.6060606063
183,2015-04,651917.3234963667,646297.9797979798
184,2015-05,618614.8655483676,661157.575757576
185,2015-06,633042.1672641066,712231.8181818179
186,2015-07,603347.3463967184,661108.0808080812
187,2015-08,543448.2404574198,606468.6868686867
188,2015-09,583869.6413634341,605326.7676767679
189,2015-10,561443.9305680135,586525.2525252526
190,2015-11,496670.3047420825,472436.3636363638
191,2015-12,570393.4347301811,563733.3333333335
192,2016-01,559346.8779225955,439438.3838383838
193,2016-02,587484.9582069268,465202.5252525253
194,2016-03,649552.4439906179,636137.8787878793
195,2016-04,647207.1808788102,640531.313131313
196,2016-05,644036.0618811019,695093.9393939396
197,2016-06,661955.8447421341,750443.9393939392
198,2016-07,626862.4009904049,686523.7373737375
199,2016-08,743062.7581546338,837045.454545454
200,2016-09,736316.1935101692,772532.8282828282
201,2016-10,724506.5471195757,764018.1818181819
202,2016-11,741933.8774248592,707274.2424242427
203,2016-12,715479.2428307442,700845.4545454544
204,2017-01,640040.1982444379,492323.2323232323
205,2017-02,576275.4594027733,450651.5151515147
206,2017-03,582128.9777008013,568814.1414141417
207,2017-04,540421.1061588534,534417.6767676767
208,2017-05,591403.6659647477,638128.7878787883
209,2017-06,587410.5460872818,663552.0202020197
210,2017-07,556158.4797139353,606779.7979797981
211,2017-08,584340.5815441408,664548.9898989901
212,2017-09,570173.7932510907,602382.8282828284
213,2017-10,587858.2919403565,628934.8484848483
214,2017-11,589087.3091855395,563686.8686868689
215,2017-12,583590.3012687026,566159.5959595961
216,2018-01,586985.8383296189,449057.5757575757
217,2018-02,563335.4978282097,441169.6969696969
218,2018-03,558843.4797078391,545809.0909090909
219,2018-04,548798.7040560574,542361.1111111114
220,2018-05,556116.6029422485,599743.9393939396
221,2018-06,550296.1076253122,615404.0404040404
222,2018-07,536441.5672831979,582266.1616161618
223,2018-08,528087.351482328,600604.5454545455
224,2018-09,452550.2128255467,480203.0303030301
225,2018-10,486028.3146614284,524007.5757575761
226,2018-11,487677.5275669525,466657.0707070706
227,2018-12,461678.6325406848,444850.5050505049
228,2019-01,461460.2787023569,355985.3535353535
229,2019-02,520141.9001635259,411059.0909090909
230,2019-03,518484.1397193289,510496.9696969701
231,2019-04,595563.0189388457,592846.9696969697
232,2019-05,635745.9113237186,681999.4949494948
233,2019-06,614988.440431972,680482.828282828
234,2019-07,720639.8519101361,776169.1919191921
235,2019-08,726570.2174133316,822345.4545454542
236,2019-09,780285.9739938396,829958.5858585855
237,2019-10,806108.851510704,867516.6666666659
238,2019-11,787644.9884605415,749020.7070707072
239,2019-12,803858.2370354873,771162.1212121211
240,2020-01,838873.8766002882,652379.7979797976
241,2020-02,869021.0253922762,700573.2323232325
242,2020-03,915738.6750889367,918083.3333333324
243,2020-04,1061072.560814989,1062263.636363633
244,2020-05,1019581.162058087,1092715.151515148
245,2020-06,1139678.851969204,1251608.080808075
246,2020-07,1217880.757243176,1296058.080808074
247,2020-08,1166160.495989844,1309673.232323226
248,2020-09,1279230.945404093,1364768.68686868
249,2020-10,1378122.541181559,1469562.626262617
250,2020-11,1373177.366532892,1293331.313131307
251,2020-12,1466246.116199381,1402866.66666666
252,2021-01,1575922.619453025,1231695.454545449
253,2021-02,1559400.010837977,1280079.292929287
254,2021-03,1484354.690178548,1515648.989898981
255,2021-04,1269552.716732137,1283509.595959589
256,2021-05,1052016.684790594,1129539.898989895
257,2021-06,1107072.691215699,1210423.232323227
258,2021-07,1051870.737028571,1103921.212121208
259,2021-08,1041798.431969533,1167401.010101006
260,2021-09,1065554.147396915,1134664.646464643
261,2021-10,1015670.205946032,1074652.525252522
262,2021-11,1061796.238029936,989911.1111111089
263,2021-12,996209.1550074654,952234.8484848465
264,2022-01,950847.5787827857,740924.7474747474
265,2022-02,826821.5107706945,685951.0101010097
266,2022-03,753439.441152988,781027.2727272729
267,2022-04,667548.8003983306,676894.4444444445
