month,date,yoy_num,yoy_vol
84,2007-01,.0251828305846929,.1242730165688211
85,2007-02,-.0824593047727093,-.0052537768070764
86,2007-03,-.1552750706321059,-.0884346926451038
87,2007-04,-.0741919667605764,-.0349708806954402
88,2007-05,-.1331985864845145,-.099042166270905
89,2007-06,-.1834200174413848,-.1573595359628154
90,2007-07,-.1761143636679453,-.1562586368823705
91,2007-08,-.2705484905390987,-.2783508582343132
92,2007-09,-.3740590077367055,-.3993274093687742
93,2007-10,-.3384765151562974,-.3808521711843372
94,2007-11,-.325404975809106,-.3603589062903031
95,2007-12,-.3552865080023211,-.3998473810144162
96,2008-01,-.3232149741120091,-.3875286749440795
97,2008-02,-.017709837642162,-.0709186495647704
98,2008-03,-.1949461789188283,-.2490214322681348
99,2008-04,-.1789498708656348,-.2415476928986971
100,2008-05,-.2985942218566016,-.3435925415196724
101,2008-06,-.33029612381234,-.3834923096915647
102,2008-07,-.3135148570559418,-.3816259561426483
103,2008-08,-.3743970943854268,-.4193957886468435
104,2008-09,-.222218134880637,-.267239230798316
105,2008-10,-.2563164515226529,-.2761492505054839
106,2008-11,-.46021501843451,-.5029283442049681
107,2008-12,-.2237357870501378,-.2480849158640199
108,2009-01,.1871498001111176,.2117035942062634
109,2009-02,.0291858211109727,.0199532435943611
110,2009-03,.1552179591027048,.1345215476086985
111,2009-04,.2324902498936265,.2552590806372492
112,2009-05,.4313595974839715,.4607344275513314
113,2009-06,.569624827606548,.6010050333310641
114,2009-07,.4335557388920305,.5104884697640222
115,2009-08,.2617295760186429,.3118907103871815
116,2009-09,.2562546507863772,.3045728240242422
117,2009-10,.2858418028553969,.3065462588615119
118,2009-11,.8828034874755786,.9891255461650404
119,2009-12,.3414179239723994,.3595199524753954
120,2010-01,-.2922498536573119,-.2967560009530157
121,2010-02,-.4677959706584821,-.479370356578788
122,2010-03,-.3541287816995924,-.3752726359036765
123,2010-04,-.3754062297850175,-.4069208677525223
124,2010-05,-.4413116866803063,-.4775645292205237
125,2010-06,-.3317509317687847,-.3358168963237616
126,2010-07,-.2612753776888696,-.2246977703163944
127,2010-08,.1730885226724566,.2502608820536226
128,2010-09,.3261240594143894,.4402943115896747
129,2010-10,.2616424838834771,.3462580540379728
130,2010-11,.2906238429997298,.3981511797282187
131,2010-12,.2504369630604087,.2850222375715632
132,2011-01,.2316562489896087,.2580146648935121
133,2011-02,.0763394946457281,.0969071947699881
134,2011-03,-.1052137623972092,-.098649142548663
135,2011-04,-.1868859754067898,-.1868562340124904
136,2011-05,-.1464978818801264,-.1277037551462721
137,2011-06,-.1879588403999086,-.1946838949526441
