month,date,younger-than-30_yoy,30-44_yoy,45-64_yoy,65-and-older_yoy
84,2007-01,.0240011143374507,-.003275990979764,.0483351202836204,.1167686025570145
85,2007-02,-.108464267612771,-.1195736574847349,-.0466628349217707,.0449319484240681
86,2007-03,-.1858794955367409,-.1990060501296456,-.1174468838898327,.0036157501793667
87,2007-04,-.1388114475919474,-.1174502896994761,-.0235499369102854,.0737272719651944
88,2007-05,-.163611206079098,-.1900515864058528,-.0805519335426962,.0676123004578639
89,2007-06,-.2163915443064771,-.2281977303738947,-.1421515442219445,.0028890327265841
90,2007-07,-.1845770804666267,-.1999485547325952,-.1553021846811191,-.0879551245874164
91,2007-08,-.250347222222226,-.3217450398634208,-.2316505431775581,-.1781424450189202
92,2007-09,-.3708377299378832,-.4001966988796713,-.3549687189538958,-.2969842171561239
93,2007-10,-.3185779376328369,-.3680558762691135,-.3235379799795451,-.2683076545331771
94,2007-11,-.345740946255069,-.3640134382105938,-.294762882300267,-.1961311076334561
95,2007-12,-.3587808495877782,-.379770808508481,-.3346218663289006,-.2812319358019645
96,2008-01,-.3632401720223085,-.3493272840108677,-.2989338227890349,-.2542012949169317
97,2008-02,-.1140569461195561,-.0125375937464334,.0037297453264286,.0267699532125678
98,2008-03,-.2443633838557048,-.2067096647619989,-.1746756547976685,-.1477612151583352
99,2008-04,-.1958917590271305,-.2177930146984908,-.145843976668897,-.1162344050091341
100,2008-05,-.2879812123292162,-.3247573693247396,-.2759326899901845,-.2952447876671637
101,2008-06,-.2849822233698138,-.3505390467718837,-.3213396393300396,-.3337767213424428
102,2008-07,-.2050325161699663,-.3511713660270768,-.3149137377325925,-.3010594412150764
103,2008-08,-.2842913602264789,-.3796092193347315,-.4007229607447231,-.3838404099160284
104,2008-09,-.0736034026661143,-.2393765804603733,-.2527130363111892,-.2529599831360007
105,2008-10,-.1931632669027632,-.2368363863647298,-.2826777353234939,-.3176908557046987
106,2008-11,-.3530535121880864,-.4674549809387487,-.4817815024743097,-.4951384908231568
107,2008-12,-.134456293037491,-.2192084598813758,-.2546919647268306,-.2492637753834883
108,2009-01,.0207626387530926,.3001069528620287,.1540060363948244,.089115588002311
109,2009-02,-.1052558981924602,.0409464756152432,.0505896094385933,.035536045133614
110,2009-03,-.0484494035294712,.1579541239025598,.208132937822193,.1939272129295864
111,2009-04,.0292500318416659,.2721617418351475,.2533351884369454,.2727610028445732
112,2009-05,.0402296360485262,.4362418134194466,.5313514358488638,.6145266901719736
113,2009-06,.2373954832078692,.4882685497290598,.7018430779256124,.9710083289030665
114,2009-07,.160173807979868,.3677238704231884,.5619378505579656,.7554360219452981
