month,date,low_yoy,moderate_yoy,middle_yoy,high_yoy
221,2018-06,.0834420348932004,-.0269991979923933,-.0865866902477632,-.0848326589416461
222,2018-07,.0408089070665763,.0828515107758492,-.0573018560997767,-.071967540725489
223,2018-08,.0459823322917887,-.0651113312057519,-.115605103439968,-.0963136399516464
224,2018-09,-.1375892857142867,-.1243286277864919,-.2236093672070122,-.2144077757308507
225,2018-10,-.0556084885231703,-.1013402143888329,-.1836180842533768,-.187686664712546
226,2018-11,-.0228593757632007,-.1148609128244469,-.1785439411051157,-.2008911090413941
227,2018-12,-.0197419106317406,-.1160879150738899,-.2265047771863525,-.2518661416278842
228,2019-01,-.1533158766632823,-.1608345448115991,-.2282281344276199,-.2103311640377739
229,2019-02,-.0929214607303651,.0110983755582777,-.0500432814232808,-.1084598338868585
230,2019-03,-.0592070484581499,-.0057666744858865,-.0649695358369336,-.0839869052795696
231,2019-04,.0637081946031915,.0551575672057602,.0924641843909134,.1097326002161751
232,2019-05,.0405965863774132,.1365930315080374,.1358492166389998,.1499496827186813
233,2019-06,-.0469919861544828,.0266210043233874,.104574403060117,.1442346126173761
234,2019-07,.2711871807186825,.2131146633910443,.3113141762850873,.4098965062709642
235,2019-08,.0372856352572368,.3009887781527115,.3556973308628366,.4328065659549318
236,2019-09,.3812506470649136,.4847068242573926,.6627864541673327,.9126212304492688
237,2019-10,.2707053104650084,.4811715745800441,.5933427658268993,.8281848104352044
238,2019-11,.3605598600349914,.4503616649376843,.532630973264319,.7726140182827913
239,2019-12,.3828961587582268,.4477227155542829,.7051655907829169,.9202590981187899
240,2020-01,.4696415046705383,.6447166348278833,.8013470625335134,.9734351943381881
241,2020-02,.4070039983455125,.4373421729510824,.6381138425349046,.89940744046512
242,2020-03,.2348286195916846,.5397455810935682,.7009591826096024,1.040091891599394
243,2020-04,.2090165849100667,.3999862842251446,.6897392987479083,1.087454476158213
244,2020-05,.1338621905418875,.2739738246619058,.5223587101270699,.8396944898278516
245,2020-06,.2551519936833784,.5029085277100062,.7489445865546136,1.082890852286571
246,2020-07,.1502713471182251,.4293005541745549,.6110274217230846,.8371169870237253
247,2020-08,.2412358671691676,.3460118311582563,.5188800794328596,.7745934651071358
248,2020-09,.3908855825806704,.4999108876956479,.5749066851467397,.7696592357527138
249,2020-10,.3658017250712767,.4531771075745876,.6557612367501839,.8200258725311089
250,2020-11,.1826364905577208,.4638033323371942,.7010962285683904,.8652554377449063
251,2020-12,.5117749440556966,.6465875857808835,.7371976396513258,.9719313789279228
252,2021-01,.2267124758428176,.6280147577945305,.7952757379787089,1.097685806120244
253,2021-02,.6740323370896623,.6460084090748396,.7323944913529739,.9775403913992664
254,2021-03,.4918281445527283,.575234422552238,.6652081426595289,.6698198285091489
255,2021-04,.4871903860272818,.362573529111611,.2230615946352288,.1477639388028548
256,2021-05,.24419508567952,.2177657451600487,.0654501074465104,-.0487279042214635
257,2021-06,.218507218570127,.1613146711426517,-.0120967042298658,-.1055755425074156
258,2021-07,.1078861715787271,-.0066758784428491,-.1169831324446474,-.2182428778254401
259,2021-08,.0030076480192494,.0147051291900329,-.0896315571876753,-.1601981223353144
260,2021-09,.008730094576025,-.0690181525693296,-.1268511474608676,-.2344365120356381
261,2021-10,-.0471660721363451,-.1358893515240026,-.2410051964190878,-.3314579654285528
262,2021-11,.0074559632172468,-.0507475074717291,-.2044317753468213,-.3135860873642524
263,2021-12,-.2636921124973571,-.2032321598143006,-.291848647664147,-.3800173791765015
264,2022-01,-.0317532558465203,-.2829844231966371,-.3600067164070144,-.4699880429760704
265,2022-02,-.2603096555155564,-.3514673663409527,-.4134862974490708,-.540568370557207
266,2022-03,-.2604153427721713,-.3788194031625259,-.4589172539335172,-.5446136539875031
267,2022-04,-.2310130693480913,-.3945283126267645,-.4460492156577714,-.5316012365470711
268,2022-05,-.2485874171465822,-.3946981748024351,-.4325191470610479,-.4971909586711216
269,2022-06,-.3241610738255031,-.4423511255546158,-.4912725135057792,-.5622385691619788
270,2022-07,-.3761252762654301,-.4920600754959443,-.5285366778995293,-.6018614104309021
271,2022-08,-.3375028558373321,-.461135891887117,-.5265217409888059,-.6160206391537235
272,2022-09,-.4547105804418092,-.5131968648241779,-.5557356870187282,-.6503121938335193
273,2022-10,-.5012756516916251,-.554310975091388,-.6032020982970772,-.6739247188080222
274,2022-11,-.4973634709673435,-.6040334238268162,-.655598012945071,-.7022741162076676
275,2022-12,-.5560661178122408,-.583666232610151,-.6310181952390687,-.6912497766773106
276,2023-01,-.5472393968977113,-.58835637151135,-.6542959806405876,-.7046675514331747
277,2023-02,-.5558896846436907,-.5410915279455,-.5737936028461335,-.6290858740686066
278,2023-03,-.4398199065163598,-.4401124020723041,-.5201602367372555,-.5340639373659251
279,2023-04,-.4997972699013387,-.3913884641837493,-.4827130727599022,-.5076988968153493
280,2023-05,-.3353819456997218,-.305302986326961,-.3110186941522343,-.3502271275242991
281,2023-06,-.276831410892981,-.2370021873686122,-.2488774530012769,-.2636968698517299
282,2023-07,-.2720006912342862,-.1936132667969561,-.2352526294862207,-.238140463535062
283,2023-08,-.1498836106560903,-.2157580157006458,-.1866675092191789,-.200208950384577
284,2023-09,-.141275595179779,-.2009478991596647,-.2702948102471222,-.215947349622629
285,2023-10,-.110487099644129,-.1537851158958089,-.1636531285568147,-.1717277310924365
286,2023-11,-.1465030674846625,-.1201606296969051,-.1064991535240135,-.0738057876127225
287,2023-12,.0602357676825761,-.1522945344666114,-.1346992973847098,-.1204568885773779
288,2024-01,.0753074588723848,-.0079624626759565,.0377575503316155,.0686333034855566
289,2024-02,.1019244476122594,.0944550541836905,.0673733543451849,.08242186554337
290,2024-03,-.0032517332351682,-.1253263099011749,-.0312736622663576,-.0932449952530189
291,2024-04,.0403944879762227,.0229916829944466,.084646681306709,.098875155696082
292,2024-05,.1457789382071371,-.0117134978692369,-.0222548060344219,.0117131565381744
293,2024-06,-.0835533960071822,-.1011543961217872,-.1194431376366066,-.1376781761445342
294,2024-07,-.015013945759894,.0754135391420973,.1199933151356479,.1416343211695372
295,2024-08,-.1885299934080428,.0642705184189891,.0406397584811836,.01414387109644
296,2024-09,-.0281802624073019,.0386929050387442,.1466565503287807,.1431825310292298
297,2024-10,.1460273801337761,.3076909205662251,.3505701981050804,.4410273891993455
298,2024-11,.0847021962125645,.274038192680946,.2965847642753247,.2666036668123677
299,2024-12,.2361739481057103,.2950660008966753,.336669589014899,.3098702353424253
300,2025-01,-.0371277152874447,.171495084294478,.1173408659816944,.1302558070628358
301,2025-02,.0832887495189448,-.0103264054389561,-.0038453014624252,.0089411176889293
302,2025-03,-.0651428474784219,.1249654422835966,.0726851743653147,.0655846409712615
303,2025-04,.2498056504630244,.0969547075345944,.125415245922579,.1313033457260871
